"lsoa11cd","date","lsoa11nm","Rural Urban","NS-SeC: All categories: NS-SeC of household reference person; measures: Value","NS-SeC: 1. Higher managerial, administrative and professional occupations; measures: Value","NS-SeC: 1.1 Large employers and higher managerial and administrative occupations; measures: Value","NS-SeC: L1 Employers in large establishments; measures: Value","NS-SeC: L2 Higher managerial and administrative occupations; measures: Value","NS-SeC: 1.2 Higher professional occupations; measures: Value","NS-SeC: L3.1 Traditional employees; measures: Value","NS-SeC: L3.2 New employees; measures: Value","NS-SeC: L3.3 Traditional self-employed; measures: Value","NS-SeC: L3.4 New self-employed; measures: Value","NS-SeC: 2. Lower managerial, administrative and professional occupations; measures: Value","NS-SeC: L4 Lower professional and higher technical occupations; measures: Value","NS-SeC: L4.1 Traditional employees; measures: Value","NS-SeC: L4.2 New employees; measures: Value","NS-SeC: L4.3 Traditional self-employed; measures: Value","NS-SeC: L4.4 New self-employed; measures: Value","NS-SeC: L5 Lower managerial and administrative occupations; measures: Value","NS-SeC: L6 Higher supervisory occupations; measures: Value","NS-SeC: 3. Intermediate occupations; measures: Value","NS-SeC: L7.1 Intermediate clerical and administrative occupations; measures: Value","NS-SeC: L7.2 Intermediate sales and service occupations; measures: Value","NS-SeC: L7.3 Intermediate technical and auxiliary occupations; measures: Value","NS-SeC: L7.4 Intermediate engineering occupations; measures: Value","NS-SeC: 4. Small employers and own account workers; measures: Value","NS-SeC: L8 Employers in small establishments; measures: Value","NS-SeC: L8.1 Employers in small establishments in industry, commerce, services etc.; measures: Value","NS-SeC: L8.2 Employers in small establishments in agriculture; measures: Value","NS-SeC: L9 Own account workers; measures: Value","NS-SeC: L9.1 Own account workers (non-professional); measures: Value","NS-SeC: L9.2 Own account workers (agriculture); measures: Value","NS-SeC: 5. Lower supervisory and technical occupations; measures: Value","NS-SeC: L10 Lower supervisory occupations; measures: Value","NS-SeC: L11 Lower technical occupations; measures: Value","NS-SeC: L11.1 Lower technical craft occupations; measures: Value","NS-SeC: L11.2 Lower technical process operative occupations; measures: Value","NS-SeC: 6. Semi-routine occupations; measures: Value","NS-SeC: L12.1 Semi-routine sales occupations; measures: Value","NS-SeC: L12.2 Semi-routine service occupations; measures: Value","NS-SeC: L12.3 Semi-routine technical occupations; measures: Value","NS-SeC: L12.4 Semi-routine operative occupations; measures: Value","NS-SeC: L12.5 Semi-routine agricultural occupations; measures: Value","NS-SeC: L12.6 Semi-routine clerical occupations; measures: Value","NS-SeC: L12.7 Semi-routine childcare occupations; measures: Value","NS-SeC: 7. Routine occupations; measures: Value","NS-SeC: L13.1 Routine sales and service occupations; measures: Value","NS-SeC: L13.2 Routine production occupations; measures: Value","NS-SeC: L13.3 Routine technical occupations; measures: Value","NS-SeC: L13.4 Routine operative occupations; measures: Value","NS-SeC: L13.5 Routine agricultural occupations; measures: Value","NS-SeC: 8. Never worked and long-term unemployed; measures: Value","NS-SeC: L14.1 Never worked; measures: Value","NS-SeC: L14.2 Long-term unemployed; measures: Value","NS-SeC: Not classified; measures: Value","NS-SeC: L15 Full-time students; measures: Value","NS-SeC: L17 Not classifiable for other reasons; measures: Value"
"E01006699",2011,"Liverpool 014A","Total",1378,34,15,0,15,19,8,5,6,0,167,119,100,8,4,7,36,12,171,106,45,15,5,99,26,26,0,73,73,0,132,74,58,52,6,267,70,90,33,54,2,13,5,294,43,40,55,156,0,185,137,48,29,29,0
"E01006700",2011,"Liverpool 012E","Total",1235,51,9,0,9,42,33,3,6,0,167,73,57,4,8,4,65,29,109,61,32,15,1,113,21,21,0,92,92,0,81,50,31,29,2,296,51,154,40,38,0,13,0,238,41,16,42,135,4,169,105,64,11,11,0
"E01006701",2011,"Liverpool 014B","Total",1185,29,9,0,9,20,12,4,4,0,161,71,56,9,2,4,63,27,153,76,32,36,9,113,44,44,0,69,69,0,123,61,62,58,4,273,75,109,14,60,0,7,8,212,15,16,66,115,0,102,73,29,19,19,0
"E01006702",2011,"Liverpool 014C","Total",1378,29,10,4,6,19,11,8,0,0,163,81,74,6,1,0,53,29,155,96,46,13,0,102,28,28,0,74,74,0,91,42,49,46,3,261,84,111,23,40,0,3,0,296,42,35,58,161,0,246,179,67,35,35,0
"E01006703",2011,"Liverpool 014D","Total",1293,32,6,0,6,26,23,3,0,0,124,77,71,2,4,0,21,26,129,72,46,6,5,64,22,22,0,42,42,0,107,66,41,41,0,303,70,129,16,61,0,21,6,299,55,33,62,149,0,207,142,65,28,28,0
"E01006705",2011,"Liverpool 009E","Total",1256,41,11,0,11,30,18,11,1,0,185,103,96,3,3,1,42,40,189,129,52,6,2,129,23,19,4,106,104,2,123,68,55,44,11,235,59,114,13,36,0,10,3,197,22,14,64,96,1,132,68,64,25,25,0
"E01006706",2011,"Liverpool 045A","Total",1102,15,3,0,3,12,4,6,2,0,129,64,54,2,8,0,33,32,106,66,25,12,3,76,28,28,0,48,48,0,116,58,58,43,15,246,94,119,6,16,0,5,6,239,40,21,87,85,6,150,106,44,25,25,0
"E01006707",2011,"Liverpool 045B","Total",1027,21,5,0,5,16,6,8,2,0,92,37,31,2,4,0,47,8,74,37,23,12,2,54,10,10,0,44,44,0,117,74,43,38,5,277,66,123,30,26,0,18,14,232,31,27,65,109,0,146,95,51,14,14,0
"E01006708",2011,"Liverpool 045C","Total",1489,70,21,0,21,49,33,11,5,0,261,156,125,16,11,4,56,49,193,97,63,23,10,132,19,19,0,113,113,0,144,93,51,42,9,330,76,159,15,39,1,32,8,216,24,15,97,80,0,112,102,10,31,31,0
"E01006709",2011,"Liverpool 040A","Total",1178,83,21,0,21,62,54,8,0,0,170,100,90,7,3,0,47,23,157,96,49,11,1,104,15,15,0,89,89,0,135,72,63,59,4,218,51,102,19,26,4,16,0,183,13,29,53,87,1,106,63,43,22,22,0
"E01006710",2011,"Liverpool 045D","Total",1292,52,23,0,23,29,21,4,4,0,211,126,113,8,0,5,51,34,165,110,30,8,17,89,17,17,0,72,72,0,114,65,49,40,9,309,115,106,15,35,2,22,14,226,24,18,87,97,0,109,47,62,17,17,0
"E01006711",2011,"Liverpool 027A","Total",1301,53,16,0,16,37,24,6,7,0,290,176,152,20,4,0,61,53,158,83,42,24,9,155,39,39,0,116,116,0,133,73,60,55,5,203,57,91,7,36,1,11,0,164,31,14,58,61,0,121,72,49,24,24,0
"E01006712",2011,"Liverpool 029D","Total",1133,71,9,0,9,62,26,36,0,0,260,197,149,36,7,5,37,26,162,107,49,6,0,91,19,19,0,72,72,0,102,60,42,37,5,172,35,94,10,21,0,11,1,151,28,16,50,57,0,113,47,66,11,11,0
"E01006713",2011,"Liverpool 029E","Total",1151,82,23,0,23,59,23,35,1,0,281,174,148,17,2,7,57,50,190,122,44,12,12,101,28,24,4,73,73,0,68,19,49,45,4,220,53,93,7,36,0,24,7,148,3,15,57,71,2,53,29,24,8,5,3
"E01006716",2011,"Liverpool 032E","Total",1305,65,5,0,5,60,23,26,9,2,236,163,149,1,13,0,50,23,201,104,61,30,6,138,31,31,0,107,107,0,113,51,62,59,3,236,65,112,5,16,4,30,4,175,54,11,43,66,1,123,69,54,18,18,0
"E01006717",2011,"Liverpool 027D","Total",1227,113,27,0,27,86,53,31,2,0,302,184,157,15,12,0,75,43,185,89,74,17,5,125,31,31,0,94,94,0,121,47,74,69,5,179,40,86,4,29,0,13,7,130,16,5,62,47,0,61,32,29,11,11,0
"E01006718",2011,"Liverpool 027E","Total",1353,98,14,0,14,84,57,27,0,0,297,198,162,15,7,14,66,33,202,113,46,22,21,104,10,10,0,94,94,0,108,69,39,34,5,247,52,109,22,34,0,20,10,209,34,12,80,83,0,69,47,22,19,19,0
"E01006719",2011,"Liverpool 027F","Total",1337,75,17,0,17,58,30,22,1,5,281,166,143,19,0,4,78,37,245,149,55,33,8,131,20,20,0,111,111,0,86,46,40,34,6,197,42,67,35,36,0,16,1,202,45,6,61,90,0,92,44,48,28,28,0
"E01006720",2011,"Liverpool 035A","Total",1982,109,11,0,11,98,69,15,14,0,299,224,178,23,14,9,45,30,150,91,49,6,4,147,58,58,0,89,88,1,135,95,40,33,7,295,82,152,10,40,0,3,8,242,32,57,38,115,0,279,193,86,326,326,0
"E01006721",2011,"Liverpool 038C","Total",1456,76,14,0,14,62,26,28,6,2,188,126,108,12,4,2,28,34,150,89,40,17,4,79,17,17,0,62,62,0,91,60,31,24,7,278,90,113,10,33,0,24,8,177,41,12,47,77,0,226,168,58,191,191,0
"E01006722",2011,"Liverpool 038D","Total",1686,80,5,0,5,75,48,21,6,0,243,175,147,6,12,10,39,29,125,62,26,19,18,128,39,39,0,89,89,0,84,57,27,27,0,133,45,58,11,10,0,4,5,90,39,5,22,24,0,103,79,24,700,700,0
"E01006723",2011,"Liverpool 038E","Total",1706,83,13,0,13,70,41,21,8,0,199,130,112,4,5,9,37,32,147,93,44,10,0,89,24,24,0,65,65,0,98,39,59,56,3,216,54,94,8,32,0,8,20,141,26,19,45,51,0,116,70,46,617,615,2
"E01006724",2011,"Liverpool 038F","Total",1649,89,8,0,8,81,50,16,15,0,225,148,129,7,7,5,51,26,110,69,16,20,5,79,23,23,0,56,56,0,56,40,16,11,5,185,81,74,2,15,0,1,12,83,34,3,17,29,0,56,30,26,766,766,0
"E01006725",2011,"Liverpool 035B","Total",1339,113,22,0,22,91,49,31,11,0,250,158,138,1,17,2,50,42,128,78,30,15,5,112,15,15,0,97,97,0,150,89,61,58,3,190,47,82,9,29,0,19,4,176,43,11,58,62,2,139,80,59,81,81,0
"E01006726",2011,"Liverpool 035C","Total",1443,100,37,0,37,63,52,7,4,0,239,145,118,16,11,0,69,25,120,73,35,9,3,91,23,23,0,68,68,0,126,65,61,50,11,228,82,122,9,6,0,2,7,133,32,14,28,59,0,115,74,41,291,287,4
"E01006727",2011,"Liverpool 035D","Total",1281,119,27,0,27,92,55,34,0,3,288,209,175,8,21,5,59,20,133,67,51,7,8,117,22,22,0,95,95,0,120,86,34,32,2,184,72,59,13,16,0,9,15,153,32,7,54,58,2,98,60,38,69,69,0
"E01006728",2011,"Liverpool 035E","Total",1434,55,9,0,9,46,35,10,1,0,212,155,125,8,20,2,42,15,170,93,62,13,2,79,14,14,0,65,63,2,103,71,32,32,0,318,70,162,6,47,2,15,16,190,43,15,30,102,0,168,116,52,139,139,0
"E01006729",2011,"Liverpool 008C","Total",1221,41,17,0,17,24,14,10,0,0,162,101,87,5,9,0,46,15,138,82,25,27,4,87,6,6,0,81,81,0,105,55,50,46,4,252,86,117,18,9,0,17,5,264,28,30,65,141,0,147,88,59,25,25,0
"E01006730",2011,"Liverpool 011C","Total",1114,41,12,0,12,29,18,11,0,0,156,105,99,1,5,0,34,17,134,83,32,8,11,77,10,10,0,67,67,0,127,67,60,45,15,233,83,87,12,38,0,9,4,206,11,24,81,89,1,120,75,45,20,20,0
"E01006731",2011,"Liverpool 011D","Total",1028,10,3,0,3,7,7,0,0,0,147,77,69,8,0,0,32,38,108,60,34,14,0,94,17,17,0,77,77,0,77,37,40,31,9,256,53,117,10,63,0,11,2,229,42,11,77,99,0,91,65,26,16,16,0
"E01006732",2011,"Liverpool 011E","Total",1434,31,1,0,1,30,10,18,2,0,109,66,57,3,1,5,24,19,179,90,78,11,0,57,11,11,0,46,46,0,138,84,54,44,10,376,121,162,20,29,0,40,4,286,40,29,76,141,0,215,153,62,43,43,0
"E01006734",2011,"Liverpool 005C","Total",1224,22,6,0,6,16,11,0,2,3,132,102,81,10,11,0,19,11,142,60,57,20,5,63,26,26,0,37,37,0,95,58,37,29,8,318,82,167,14,30,0,21,4,261,37,19,67,138,0,159,75,84,32,32,0
"E01006735",2011,"Liverpool 005D","Total",1123,31,5,0,5,26,14,12,0,0,172,109,92,12,5,0,38,25,110,57,38,15,0,83,21,21,0,62,62,0,85,39,46,38,8,245,53,91,28,47,0,24,2,232,24,45,79,84,0,133,86,47,32,32,0
"E01006736",2011,"Liverpool 005E","Total",1269,34,11,0,11,23,7,16,0,0,216,149,140,6,3,0,46,21,182,101,59,14,8,75,23,23,0,52,52,0,83,51,32,30,2,254,64,112,22,27,0,19,10,237,23,26,89,99,0,174,98,76,14,14,0
"E01006737",2011,"Liverpool 005F","Total",1224,56,18,0,18,38,18,16,4,0,140,87,79,4,0,4,32,21,159,48,64,45,2,79,6,6,0,73,73,0,124,90,34,31,3,255,73,97,12,41,0,14,18,237,26,47,48,115,1,148,104,44,26,26,0
"E01006738",2011,"Liverpool 058A","Total",1270,33,3,0,3,30,14,16,0,0,124,73,65,2,6,0,26,25,135,72,47,12,4,90,21,21,0,69,69,0,139,84,55,31,24,311,68,137,47,38,4,14,3,303,29,35,75,164,0,117,60,57,18,18,0
"E01006739",2011,"Liverpool 058B","Total",1537,44,14,0,14,30,14,16,0,0,177,103,93,4,6,0,69,5,169,88,56,18,7,70,7,7,0,63,63,0,184,92,92,53,39,359,88,155,24,27,0,45,20,306,31,36,84,149,6,202,120,82,26,26,0
"E01006740",2011,"Liverpool 057A","Total",1108,40,1,0,1,39,23,5,8,3,124,65,60,5,0,0,34,25,104,61,35,7,1,70,14,14,0,56,55,1,61,37,24,21,3,259,96,104,28,23,0,6,2,225,32,20,53,113,7,214,143,71,11,11,0
"E01006741",2011,"Liverpool 058C","Total",1546,20,7,0,7,13,3,9,1,0,191,90,85,4,1,0,79,22,208,99,77,18,14,69,10,10,0,59,59,0,194,116,78,41,37,342,68,160,32,64,0,14,4,351,34,42,106,157,12,164,125,39,7,7,0
"E01006742",2011,"Liverpool 057B","Total",1179,109,7,0,7,102,53,40,9,0,239,158,131,16,7,4,63,18,159,86,53,10,10,80,10,10,0,70,70,0,121,44,77,68,9,184,22,76,34,32,0,11,9,197,22,14,74,87,0,59,40,19,31,31,0
"E01006743",2011,"Liverpool 058D","Total",1952,145,48,0,48,97,70,19,7,1,358,221,198,10,12,1,92,45,299,188,89,15,7,161,57,57,0,104,104,0,252,113,139,113,26,300,68,140,25,53,0,10,4,257,40,24,100,91,2,134,91,43,46,45,1
"E01006744",2011,"Liverpool 057C","Total",1292,116,25,0,25,91,49,35,7,0,275,191,165,14,10,2,36,48,190,114,55,17,4,90,23,23,0,67,67,0,101,66,35,27,8,248,75,101,19,35,3,12,3,187,24,14,54,93,2,73,34,39,12,12,0
"E01006745",2011,"Liverpool 057D","Total",1675,93,20,0,20,73,43,21,9,0,289,180,142,17,21,0,64,45,227,115,81,24,7,167,49,49,0,118,118,0,135,64,71,58,13,341,100,139,21,33,5,24,19,232,37,13,59,121,2,147,87,60,44,44,0
"E01006746",2011,"Liverpool 030E","Total",1240,28,5,0,5,23,20,2,1,0,138,88,72,8,8,0,26,24,53,23,23,4,3,96,31,31,0,65,65,0,66,53,13,10,3,207,44,105,17,26,6,9,0,208,34,12,39,123,0,154,108,46,290,290,0
"E01006747",2011,"Liverpool 031B","Total",1523,101,2,0,2,99,61,29,9,0,152,124,116,0,8,0,18,10,95,52,13,29,1,63,16,16,0,47,47,0,62,42,20,20,0,155,40,67,9,24,0,11,4,171,21,14,30,106,0,110,84,26,614,614,0
"E01006748",2011,"Liverpool 031C","Total",1784,67,9,0,9,58,48,6,4,0,146,95,76,4,15,0,40,11,93,28,45,16,4,91,14,14,0,77,77,0,71,55,16,13,3,183,54,85,3,19,5,11,6,192,45,9,30,108,0,112,74,38,829,829,0
"E01006751",2011,"Liverpool 031F","Total",1773,62,2,0,2,60,53,1,6,0,141,89,81,1,7,0,21,31,123,69,32,16,6,72,34,34,0,38,38,0,97,47,50,43,7,322,115,170,4,17,0,6,10,267,46,19,37,165,0,254,201,53,435,435,0
"E01006752",2011,"Liverpool 035F","Total",901,38,5,0,5,33,22,8,3,0,118,84,64,4,16,0,22,12,108,44,42,22,0,89,21,21,0,68,68,0,88,47,41,34,7,174,28,107,14,16,1,8,0,117,13,9,40,55,0,91,59,32,78,78,0
"E01006753",2011,"Liverpool 059A","Total",1349,65,30,0,30,35,19,5,11,0,112,47,44,0,3,0,44,21,143,80,46,15,2,66,9,9,0,57,55,2,142,63,79,50,29,330,87,146,12,55,0,30,0,263,28,20,48,163,4,199,149,50,29,29,0
"E01006754",2011,"Liverpool 059B","Total",1388,26,9,0,9,17,16,0,1,0,167,99,81,18,0,0,42,26,130,40,59,27,4,95,16,16,0,79,79,0,134,80,54,21,33,367,99,136,48,59,0,7,18,293,16,36,98,143,0,147,99,48,29,29,0
"E01006755",2011,"Liverpool 059C","Total",1392,35,0,0,0,35,24,11,0,0,154,82,59,11,12,0,38,34,161,101,30,28,2,110,37,37,0,73,73,0,151,103,48,33,15,305,92,120,18,33,1,39,2,246,38,16,43,149,0,211,128,83,19,19,0
"E01006756",2011,"Liverpool 059D","Total",1625,27,15,0,15,12,4,0,8,0,143,56,52,4,0,0,42,45,178,78,57,27,16,116,47,47,0,69,69,0,130,74,56,42,14,456,116,212,28,78,3,16,3,309,31,20,92,161,5,240,151,89,26,26,0
"E01006757",2011,"Liverpool 059E","Total",1328,40,14,0,14,26,15,11,0,0,122,73,63,0,5,5,32,17,115,67,28,12,8,99,24,24,0,75,75,0,148,93,55,39,16,374,105,132,36,79,0,16,6,183,16,13,61,87,6,233,168,65,14,14,0
"E01006758",2011,"Liverpool 059F","Total",1340,47,1,0,1,46,22,18,5,1,161,87,65,5,13,4,46,28,156,98,35,18,5,56,17,17,0,39,39,0,141,71,70,60,10,387,101,129,59,51,3,36,8,227,23,15,37,150,2,150,106,44,15,15,0
"E01006759",2011,"Liverpool 028D","Total",945,80,32,0,32,48,26,14,1,7,169,99,82,2,15,0,34,36,98,57,30,10,1,133,24,24,0,109,109,0,88,71,17,17,0,154,27,86,6,12,0,21,2,131,12,8,64,47,0,68,34,34,24,24,0
"E01006760",2011,"Liverpool 028E","Total",1412,71,7,0,7,64,50,4,9,1,210,166,115,23,26,2,32,12,152,89,47,13,3,105,17,17,0,88,88,0,102,69,33,28,5,220,46,112,15,25,0,17,5,229,20,15,79,114,1,212,151,61,111,111,0
"E01006761",2011,"Liverpool 020B","Total",1351,55,7,0,7,48,25,15,0,8,234,145,125,10,9,1,31,58,175,78,59,24,14,131,34,34,0,97,97,0,105,64,41,36,5,233,66,100,14,40,0,7,6,238,7,11,113,107,0,141,82,59,39,39,0
"E01006762",2011,"Liverpool 015E","Total",1441,57,19,0,19,38,30,8,0,0,186,96,80,9,7,0,62,28,164,97,37,25,5,150,27,27,0,123,123,0,110,55,55,55,0,293,85,131,9,49,0,14,5,293,51,9,94,139,0,168,108,60,20,20,0
"E01006763",2011,"Liverpool 020C","Total",1275,56,8,0,8,48,30,18,0,0,274,183,162,8,11,2,56,35,204,133,42,23,6,129,24,23,1,105,105,0,76,41,35,35,0,236,82,69,24,44,0,17,0,141,36,8,51,46,0,127,63,64,32,32,0
"E01006764",2011,"Liverpool 020D","Total",1359,60,4,0,4,56,38,11,6,1,280,205,180,9,16,0,52,23,163,94,47,16,6,90,14,14,0,76,76,0,105,62,43,43,0,256,80,129,5,24,0,18,0,217,50,21,75,68,3,162,114,48,26,26,0
"E01006765",2011,"Liverpool 020E","Total",1258,94,31,0,31,63,37,21,5,0,212,138,113,17,8,0,40,34,220,119,65,20,16,80,7,7,0,73,73,0,131,73,58,51,7,225,55,102,30,35,0,3,0,164,21,16,69,58,0,114,56,58,18,18,0
"E01006766",2011,"Liverpool 019E","Total",1138,23,5,0,5,18,6,12,0,0,101,57,43,0,14,0,30,14,132,52,55,22,3,58,7,7,0,51,51,0,87,57,30,28,2,303,86,165,20,18,0,10,4,233,42,29,48,114,0,173,116,57,28,28,0
"E01006767",2011,"Liverpool 019F","Total",1625,105,30,0,30,75,36,35,4,0,283,166,145,13,8,0,67,50,179,98,53,25,3,153,35,35,0,118,118,0,143,92,51,45,6,282,67,155,18,23,0,16,3,229,46,32,43,108,0,174,87,87,77,77,0
"E01006768",2011,"Liverpool 020F","Total",1195,86,6,0,6,80,50,24,6,0,279,194,144,15,35,0,64,21,161,110,32,11,8,142,47,47,0,95,95,0,90,39,51,45,6,113,29,54,8,13,0,6,3,156,20,2,72,62,0,147,87,60,21,21,0
"E01006769",2011,"Liverpool 040B","Total",949,45,18,0,18,27,9,14,4,0,122,65,62,2,0,1,39,18,142,77,50,7,8,76,14,14,0,62,62,0,105,52,53,43,10,172,49,78,6,29,0,5,5,186,17,8,48,113,0,92,58,34,9,9,0
"E01006770",2011,"Liverpool 040C","Total",807,22,8,0,8,14,6,4,4,0,103,57,52,1,4,0,28,18,114,64,37,3,10,74,12,12,0,62,62,0,90,58,32,32,0,189,62,87,11,13,0,5,11,122,20,4,43,53,2,83,61,22,10,10,0
"E01006771",2011,"Liverpool 040D","Total",1124,15,6,0,6,9,1,7,0,1,166,93,83,9,1,0,37,36,117,60,32,23,2,57,19,19,0,38,38,0,96,63,33,30,3,280,105,108,14,34,0,17,2,216,12,34,64,106,0,141,85,56,36,36,0
"E01006772",2011,"Liverpool 040E","Total",886,72,17,6,11,55,32,15,7,1,181,85,62,7,16,0,56,40,84,40,32,2,10,120,26,26,0,94,91,3,97,45,52,42,10,140,64,42,2,20,0,10,2,147,25,15,55,52,0,39,32,7,6,6,0
"E01006773",2011,"Liverpool 036D","Total",1159,153,32,0,32,121,63,50,6,2,311,169,150,10,9,0,77,65,189,111,34,21,23,101,24,24,0,77,77,0,108,42,66,53,13,144,30,71,8,20,0,2,13,120,15,7,68,30,0,29,14,15,4,4,0
"E01006774",2011,"Liverpool 036E","Total",1267,222,39,0,39,183,101,64,18,0,360,242,173,52,15,2,74,44,160,103,30,19,8,155,47,47,0,108,106,2,106,72,34,30,4,126,28,47,7,17,0,15,12,87,4,8,41,34,0,32,24,8,19,19,0
"E01006775",2011,"Liverpool 040F","Total",1036,21,18,0,18,3,0,3,0,0,94,41,40,1,0,0,34,19,134,61,61,12,0,65,13,13,0,52,52,0,117,75,42,39,3,239,83,117,7,24,2,5,1,201,41,23,50,87,0,151,120,31,14,14,0
"E01006776",2011,"Liverpool 022B","Total",1345,94,17,0,17,77,49,15,13,0,208,129,110,10,8,1,53,26,178,114,41,23,0,111,35,35,0,76,76,0,88,47,41,38,3,225,48,93,10,49,0,23,2,260,21,13,76,150,0,150,127,23,31,31,0
"E01006778",2011,"Liverpool 014E","Total",1920,52,7,0,7,45,31,13,0,1,232,125,100,23,0,2,55,52,158,92,46,12,8,132,36,36,0,96,96,0,185,123,62,58,4,379,121,155,11,57,0,29,6,413,47,65,78,222,1,314,215,99,55,53,2
"E01006779",2011,"Liverpool 022D","Total",1607,43,10,0,10,33,27,6,0,0,151,98,85,3,9,1,37,16,225,105,97,21,2,90,38,38,0,52,52,0,92,56,36,35,1,331,64,139,13,83,0,15,17,399,59,42,54,244,0,259,200,59,17,17,0
"E01006780",2011,"Liverpool 002D","Total",1225,81,17,0,17,64,40,19,1,4,309,161,143,12,6,0,77,71,222,145,53,20,4,139,29,29,0,110,110,0,102,46,56,54,2,188,52,61,13,50,0,9,3,119,25,9,39,46,0,52,36,16,13,13,0
"E01006781",2011,"Liverpool 003A","Total",1287,107,27,0,27,80,30,39,10,1,299,187,148,18,21,0,67,45,206,112,71,23,0,169,48,48,0,121,121,0,138,78,60,56,4,183,36,86,22,25,0,11,3,144,8,16,70,50,0,26,10,16,15,15,0
"E01006782",2011,"Liverpool 003B","Total",1368,94,27,0,27,67,38,28,1,0,264,179,138,10,31,0,55,30,280,188,67,23,2,113,21,21,0,92,92,0,127,69,58,57,1,219,49,110,22,30,0,6,2,166,5,13,87,61,0,74,35,39,31,31,0
"E01006783",2011,"Liverpool 002E","Total",1356,85,27,0,27,58,27,20,11,0,284,183,165,9,6,3,59,42,221,121,68,28,4,107,18,18,0,89,89,0,122,78,44,36,8,268,62,88,35,51,1,24,7,175,10,30,70,65,0,81,45,36,13,13,0
"E01006784",2011,"Liverpool 003C","Total",1202,100,18,0,18,82,47,33,2,0,329,187,144,33,6,4,94,48,226,137,49,25,15,99,6,6,0,93,93,0,79,39,40,36,4,156,50,61,8,28,0,6,3,123,12,4,70,37,0,69,40,29,21,21,0
"E01006785",2011,"Liverpool 003D","Total",1506,119,22,0,22,97,45,48,2,2,314,182,154,24,3,1,78,54,201,117,56,18,10,155,39,39,0,116,114,2,108,58,50,46,4,233,39,106,30,46,0,8,4,237,32,23,87,95,0,105,58,47,34,34,0
"E01006786",2011,"Liverpool 003E","Total",1583,115,45,0,45,70,17,50,2,1,355,211,171,26,14,0,92,52,267,179,67,10,11,163,28,24,4,135,135,0,165,71,94,86,8,228,38,90,27,34,0,32,7,196,14,24,96,62,0,77,45,32,17,17,0
"E01006787",2011,"Liverpool 006A","Total",1404,74,14,0,14,60,37,22,1,0,281,176,158,6,10,2,64,41,180,103,49,14,14,195,42,42,0,153,151,2,93,56,37,36,1,193,33,107,19,16,0,10,8,189,15,16,87,71,0,136,85,51,63,63,0
"E01006788",2011,"Liverpool 006B","Total",1599,98,26,0,26,72,29,32,11,0,346,204,138,38,26,2,75,67,286,159,103,14,10,147,24,24,0,123,123,0,149,67,82,71,11,255,59,62,37,83,0,11,3,208,30,2,103,70,3,105,41,64,5,5,0
"E01006790",2011,"Liverpool 006C","Total",1389,48,8,0,8,40,28,12,0,0,179,102,97,2,2,1,47,30,156,114,25,11,6,100,21,21,0,79,79,0,96,62,34,32,2,305,81,140,8,52,4,15,5,316,42,24,84,164,2,174,106,68,15,15,0
"E01006791",2011,"Liverpool 006D","Total",1384,34,10,0,10,24,16,8,0,0,169,118,108,3,3,4,34,17,166,80,48,31,7,106,20,20,0,86,86,0,83,44,39,27,12,289,41,124,58,48,0,12,6,322,39,46,73,164,0,186,118,68,29,29,0
"E01006792",2011,"Liverpool 046A","Total",1001,299,68,0,68,231,125,40,63,3,332,202,139,28,25,10,81,49,89,58,19,8,4,144,68,68,0,76,76,0,48,19,29,29,0,54,15,29,0,1,0,9,0,20,0,1,2,17,0,4,4,0,11,11,0
"E01006793",2011,"Liverpool 051A","Total",1156,221,50,0,50,171,111,23,34,3,269,181,150,9,19,3,59,29,123,62,40,14,7,114,30,30,0,84,84,0,88,47,41,37,4,133,37,64,11,11,0,5,5,87,14,8,29,36,0,96,45,51,25,25,0
"E01006794",2011,"Liverpool 046B","Total",1260,278,55,4,51,223,110,56,43,14,366,240,185,17,29,9,89,37,145,76,57,8,4,170,63,63,0,107,107,0,67,42,25,16,9,109,35,41,6,13,1,12,1,48,6,10,16,16,0,58,28,30,19,19,0
"E01006795",2011,"Liverpool 051B","Total",1162,278,53,0,53,225,102,53,63,7,361,235,188,28,14,5,73,53,140,78,51,7,4,119,53,53,0,66,66,0,70,26,44,41,3,64,13,26,1,10,0,9,5,91,2,20,41,25,3,28,21,7,11,11,0
"E01006796",2011,"Liverpool 047E","Total",1274,425,70,0,70,355,190,29,129,7,442,267,199,25,43,0,140,35,75,50,17,4,4,191,96,94,2,95,95,0,36,16,20,20,0,60,15,6,4,15,0,20,0,13,3,2,3,5,0,7,2,5,25,25,0
"E01006797",2011,"Liverpool 051C","Total",1242,93,21,4,17,72,40,24,8,0,241,131,116,10,4,1,59,51,179,110,36,21,12,130,45,45,0,85,84,1,112,52,60,43,17,213,41,96,16,32,5,22,1,156,23,10,60,62,1,100,53,47,18,18,0
"E01006798",2011,"Liverpool 051D","Total",1127,186,34,0,34,152,84,41,27,0,344,229,172,28,17,12,78,37,170,85,60,12,13,114,46,46,0,68,65,3,86,58,28,24,4,102,20,47,8,12,0,12,3,101,22,4,51,20,4,17,6,11,7,7,0
"E01006799",2011,"Liverpool 051E","Total",1216,173,30,1,29,143,98,26,19,0,296,204,164,17,19,4,57,35,165,92,59,14,0,115,30,30,0,85,85,0,66,40,26,26,0,185,36,102,5,21,0,12,9,149,1,15,53,80,0,56,35,21,11,8,3
