"lsoa11cd","date","lsoa11nm","Rural Urban","NS-SeC: All categories: NS-SeC of household reference person; measures: Value","NS-SeC: 1. Higher managerial, administrative and professional occupations; measures: Value","NS-SeC: 1.1 Large employers and higher managerial and administrative occupations; measures: Value","NS-SeC: L1 Employers in large establishments; measures: Value","NS-SeC: L2 Higher managerial and administrative occupations; measures: Value","NS-SeC: 1.2 Higher professional occupations; measures: Value","NS-SeC: L3.1 Traditional employees; measures: Value","NS-SeC: L3.2 New employees; measures: Value","NS-SeC: L3.3 Traditional self-employed; measures: Value","NS-SeC: L3.4 New self-employed; measures: Value","NS-SeC: 2. Lower managerial, administrative and professional occupations; measures: Value","NS-SeC: L4 Lower professional and higher technical occupations; measures: Value","NS-SeC: L4.1 Traditional employees; measures: Value","NS-SeC: L4.2 New employees; measures: Value","NS-SeC: L4.3 Traditional self-employed; measures: Value","NS-SeC: L4.4 New self-employed; measures: Value","NS-SeC: L5 Lower managerial and administrative occupations; measures: Value","NS-SeC: L6 Higher supervisory occupations; measures: Value","NS-SeC: 3. Intermediate occupations; measures: Value","NS-SeC: L7.1 Intermediate clerical and administrative occupations; measures: Value","NS-SeC: L7.2 Intermediate sales and service occupations; measures: Value","NS-SeC: L7.3 Intermediate technical and auxiliary occupations; measures: Value","NS-SeC: L7.4 Intermediate engineering occupations; measures: Value","NS-SeC: 4. Small employers and own account workers; measures: Value","NS-SeC: L8 Employers in small establishments; measures: Value","NS-SeC: L8.1 Employers in small establishments in industry, commerce, services etc.; measures: Value","NS-SeC: L8.2 Employers in small establishments in agriculture; measures: Value","NS-SeC: L9 Own account workers; measures: Value","NS-SeC: L9.1 Own account workers (non-professional); measures: Value","NS-SeC: L9.2 Own account workers (agriculture); measures: Value","NS-SeC: 5. Lower supervisory and technical occupations; measures: Value","NS-SeC: L10 Lower supervisory occupations; measures: Value","NS-SeC: L11 Lower technical occupations; measures: Value","NS-SeC: L11.1 Lower technical craft occupations; measures: Value","NS-SeC: L11.2 Lower technical process operative occupations; measures: Value","NS-SeC: 6. Semi-routine occupations; measures: Value","NS-SeC: L12.1 Semi-routine sales occupations; measures: Value","NS-SeC: L12.2 Semi-routine service occupations; measures: Value","NS-SeC: L12.3 Semi-routine technical occupations; measures: Value","NS-SeC: L12.4 Semi-routine operative occupations; measures: Value","NS-SeC: L12.5 Semi-routine agricultural occupations; measures: Value","NS-SeC: L12.6 Semi-routine clerical occupations; measures: Value","NS-SeC: L12.7 Semi-routine childcare occupations; measures: Value","NS-SeC: 7. Routine occupations; measures: Value","NS-SeC: L13.1 Routine sales and service occupations; measures: Value","NS-SeC: L13.2 Routine production occupations; measures: Value","NS-SeC: L13.3 Routine technical occupations; measures: Value","NS-SeC: L13.4 Routine operative occupations; measures: Value","NS-SeC: L13.5 Routine agricultural occupations; measures: Value","NS-SeC: 8. Never worked and long-term unemployed; measures: Value","NS-SeC: L14.1 Never worked; measures: Value","NS-SeC: L14.2 Long-term unemployed; measures: Value","NS-SeC: Not classified; measures: Value","NS-SeC: L15 Full-time students; measures: Value","NS-SeC: L17 Not classifiable for other reasons; measures: Value"
"E01006699",2011,"Liverpool 014A","Total",1341,34,15,0,15,19,8,5,6,0,162,116,97,8,4,7,34,12,171,104,45,16,6,99,26,26,0,73,73,0,130,72,58,52,6,264,70,89,33,52,2,13,5,274,43,37,52,142,0,178,130,48,29,29,0
"E01006700",2011,"Liverpool 012E","Total",1210,52,9,0,9,43,34,3,6,0,163,71,55,4,8,4,65,27,108,60,32,15,1,112,21,21,0,91,91,0,75,45,30,29,1,294,52,156,38,35,0,13,0,229,40,14,39,132,4,166,102,64,11,11,0
"E01006701",2011,"Liverpool 014B","Total",1153,29,9,0,9,20,12,4,4,0,158,70,57,8,1,4,61,27,149,72,32,36,9,110,42,42,0,68,68,0,122,60,62,58,4,270,75,110,12,58,0,7,8,195,14,14,62,105,0,101,72,29,19,19,0
"E01006702",2011,"Liverpool 014C","Total",1345,28,10,4,6,18,10,8,0,0,170,84,75,6,3,0,54,32,149,91,45,13,0,102,28,28,0,74,74,0,91,42,49,46,3,258,83,110,23,39,0,3,0,278,38,34,53,153,0,234,167,67,35,35,0
"E01006703",2011,"Liverpool 014D","Total",1259,33,6,0,6,27,24,3,0,0,122,77,71,2,4,0,20,25,125,70,47,6,2,62,22,22,0,40,40,0,103,64,39,39,0,299,69,129,16,58,0,21,6,281,56,30,57,138,0,206,140,66,28,28,0
"E01006705",2011,"Liverpool 009E","Total",1226,39,10,0,10,29,18,11,0,0,184,102,95,3,3,1,42,40,191,130,53,6,2,124,22,18,4,102,100,2,118,64,54,43,11,225,56,111,11,33,0,11,3,188,22,12,58,95,1,132,68,64,25,25,0
"E01006706",2011,"Liverpool 045A","Total",1061,15,3,0,3,12,4,6,2,0,128,66,56,2,8,0,30,32,100,57,27,12,4,76,29,29,0,47,47,0,113,58,55,41,14,231,89,113,5,14,0,4,6,226,41,22,85,74,4,147,102,45,25,25,0
"E01006707",2011,"Liverpool 045B","Total",970,21,5,0,5,16,6,7,3,0,93,38,32,2,4,0,48,7,73,36,23,12,2,52,8,8,0,44,44,0,107,69,38,33,5,259,65,118,27,18,0,17,14,212,30,23,57,102,0,139,87,52,14,14,0
"E01006708",2011,"Liverpool 045C","Total",1462,71,21,0,21,50,34,11,5,0,262,155,125,16,10,4,57,50,192,96,63,23,10,129,18,18,0,111,111,0,144,93,51,42,9,317,74,158,14,32,0,31,8,207,24,15,97,71,0,109,99,10,31,31,0
"E01006709",2011,"Liverpool 040A","Total",1139,83,20,0,20,63,55,8,0,0,170,102,92,7,3,0,45,23,154,93,48,12,1,101,14,14,0,87,87,0,129,68,61,58,3,204,46,100,15,24,4,15,0,169,9,26,50,83,1,107,63,44,22,22,0
"E01006710",2011,"Liverpool 045D","Total",1258,52,23,0,23,29,21,4,4,0,209,128,115,8,0,5,50,31,162,107,30,8,17,89,17,17,0,72,72,0,106,64,42,33,9,301,112,102,15,35,2,22,13,214,25,17,86,86,0,108,45,63,17,17,0
"E01006711",2011,"Liverpool 027A","Total",1274,52,16,0,16,36,23,6,7,0,291,177,153,20,4,0,61,53,160,85,42,24,9,154,39,39,0,115,115,0,128,69,59,55,4,195,55,90,7,31,1,11,0,149,30,9,51,59,0,121,71,50,24,24,0
"E01006712",2011,"Liverpool 029D","Total",1105,69,7,0,7,62,26,36,0,0,258,195,147,36,7,5,37,26,162,106,50,6,0,90,19,19,0,71,71,0,100,61,39,36,3,166,35,87,11,21,0,11,1,137,28,14,42,53,0,112,46,66,11,11,0
"E01006713",2011,"Liverpool 029E","Total",1124,81,24,0,24,57,24,32,1,0,284,174,149,17,1,7,58,52,189,121,46,12,10,100,29,25,4,71,71,0,64,16,48,44,4,215,52,93,6,34,0,23,7,135,1,15,56,61,2,50,26,24,6,3,3
"E01006716",2011,"Liverpool 032E","Total",1290,65,5,0,5,60,23,26,9,2,237,163,149,1,13,0,51,23,202,104,61,31,6,136,28,28,0,108,108,0,106,49,57,56,1,231,65,110,4,16,2,30,4,174,55,11,41,66,1,121,66,55,18,18,0
"E01006717",2011,"Liverpool 027D","Total",1179,113,27,0,27,86,53,31,2,0,298,180,153,15,12,0,74,44,180,89,70,16,5,121,31,31,0,90,90,0,119,47,72,68,4,171,37,86,4,25,0,12,7,110,15,5,49,41,0,56,27,29,11,11,0
"E01006718",2011,"Liverpool 027E","Total",1315,97,14,0,14,83,56,27,0,0,297,196,160,15,7,14,68,33,200,109,48,22,21,102,10,10,0,92,92,0,104,70,34,29,5,230,50,103,20,26,0,20,11,199,35,12,78,74,0,67,45,22,19,19,0
"E01006719",2011,"Liverpool 027F","Total",1296,75,17,0,17,58,30,22,1,5,282,166,143,19,0,4,78,38,244,148,56,32,8,130,20,20,0,110,110,0,80,47,33,27,6,183,38,61,36,31,0,15,2,184,44,4,60,76,0,90,42,48,28,28,0
"E01006720",2011,"Liverpool 035A","Total",1956,108,11,0,11,97,68,15,14,0,301,224,178,23,14,9,47,30,149,91,49,6,3,143,54,54,0,89,88,1,135,96,39,33,6,292,82,153,10,36,0,3,8,231,33,54,35,109,0,271,185,86,326,326,0
"E01006721",2011,"Liverpool 038C","Total",1430,76,14,0,14,62,26,28,6,2,186,124,106,12,4,2,27,35,149,88,40,17,4,78,17,17,0,61,61,0,89,59,30,23,7,269,88,110,9,30,0,24,8,169,38,11,47,73,0,223,165,58,191,191,0
"E01006722",2011,"Liverpool 038D","Total",1663,80,5,0,5,75,48,21,6,0,241,173,145,6,12,10,39,29,119,60,22,19,18,113,32,32,0,81,81,0,86,58,28,28,0,135,45,60,11,10,0,4,5,88,39,5,20,24,0,102,78,24,699,699,0
"E01006723",2011,"Liverpool 038E","Total",1680,83,13,0,13,70,41,21,8,0,198,130,112,4,5,9,35,33,148,94,44,10,0,84,21,21,0,63,63,0,92,38,54,51,3,209,54,96,7,23,0,8,21,134,25,19,41,49,0,114,67,47,618,615,3
"E01006724",2011,"Liverpool 038F","Total",1630,90,8,0,8,82,52,15,15,0,222,145,126,7,7,5,51,26,110,68,17,21,4,76,23,23,0,53,53,0,51,38,13,9,4,176,81,73,0,9,0,1,12,82,34,3,15,30,0,57,30,27,766,766,0
"E01006725",2011,"Liverpool 035B","Total",1288,111,22,0,22,89,47,31,11,0,247,158,139,1,16,2,49,40,122,73,30,15,4,108,15,15,0,93,93,0,137,82,55,52,3,179,46,76,7,27,0,19,4,166,42,11,57,55,1,137,78,59,81,81,0
"E01006726",2011,"Liverpool 035C","Total",1433,100,37,0,37,63,52,7,4,0,241,146,119,16,11,0,70,25,121,73,36,9,3,88,23,23,0,65,65,0,128,66,62,51,11,223,81,123,9,0,0,2,8,127,32,14,26,55,0,114,73,41,291,287,4
"E01006727",2011,"Liverpool 035D","Total",1249,117,26,0,26,91,54,34,0,3,289,210,175,8,22,5,58,21,128,62,51,7,8,112,22,22,0,90,90,0,116,82,34,32,2,179,72,57,11,16,0,9,14,143,30,4,53,54,2,96,58,38,69,69,0
"E01006728",2011,"Liverpool 035E","Total",1406,55,9,0,9,46,35,10,1,0,213,155,125,8,20,2,43,15,171,93,62,14,2,79,14,14,0,65,63,2,101,71,30,30,0,311,67,160,6,45,3,14,16,179,42,15,26,96,0,158,106,52,139,139,0
"E01006729",2011,"Liverpool 008C","Total",1178,41,17,0,17,24,14,10,0,0,161,101,87,5,9,0,45,15,132,77,24,27,4,87,6,6,0,81,81,0,104,54,50,46,4,240,84,115,12,6,0,18,5,244,27,28,62,127,0,146,87,59,23,23,0
"E01006730",2011,"Liverpool 011C","Total",1070,44,13,0,13,31,20,11,0,0,156,106,100,2,4,0,33,17,131,83,31,6,11,67,10,10,0,57,57,0,125,65,60,45,15,222,80,86,10,34,0,9,3,187,12,23,79,72,1,118,72,46,20,20,0
"E01006731",2011,"Liverpool 011D","Total",993,10,3,0,3,7,7,0,0,0,142,76,68,8,0,0,28,38,106,58,34,14,0,90,15,15,0,75,75,0,82,40,42,31,11,240,49,112,8,60,0,9,2,218,40,11,76,91,0,90,64,26,15,15,0
"E01006732",2011,"Liverpool 011E","Total",1393,28,0,0,0,28,10,18,0,0,104,64,56,3,0,5,21,19,177,88,78,11,0,56,10,10,0,46,46,0,134,81,53,43,10,365,118,161,20,23,0,39,4,271,39,27,74,131,0,215,152,63,43,43,0
"E01006734",2011,"Liverpool 005C","Total",1177,22,5,0,5,17,12,0,2,3,132,103,83,9,11,0,18,11,140,57,58,20,5,58,23,23,0,35,35,0,94,58,36,29,7,307,82,160,14,25,0,22,4,241,36,18,60,127,0,151,67,84,32,32,0
"E01006735",2011,"Liverpool 005D","Total",1065,28,5,0,5,23,14,9,0,0,173,110,93,12,5,0,38,25,103,52,36,15,0,81,20,20,0,61,61,0,84,38,46,38,8,227,53,81,26,44,0,21,2,214,25,39,77,73,0,123,76,47,32,32,0
"E01006736",2011,"Liverpool 005E","Total",1217,35,12,0,12,23,7,16,0,0,215,149,140,6,3,0,44,22,179,97,60,14,8,76,23,23,0,53,53,0,82,49,33,31,2,234,58,104,20,22,0,19,11,214,23,24,83,84,0,168,92,76,14,14,0
"E01006737",2011,"Liverpool 005F","Total",1161,55,17,0,17,38,18,16,4,0,138,87,79,4,0,4,30,21,156,46,63,45,2,76,6,6,0,70,70,0,118,87,31,28,3,238,72,87,12,36,0,13,18,217,25,42,44,105,1,137,93,44,26,26,0
"E01006738",2011,"Liverpool 058A","Total",1227,33,3,0,3,30,14,16,0,0,124,74,66,2,6,0,25,25,132,72,45,11,4,85,20,20,0,65,65,0,137,81,56,31,25,298,69,133,43,32,4,14,3,285,25,35,74,151,0,115,58,57,18,18,0
"E01006739",2011,"Liverpool 058B","Total",1512,45,15,0,15,30,14,16,0,0,174,102,92,4,6,0,67,5,169,89,56,18,6,68,7,7,0,61,61,0,182,91,91,56,35,356,86,153,23,27,0,47,20,295,29,33,82,145,6,197,115,82,26,26,0
"E01006740",2011,"Liverpool 057A","Total",1082,41,1,0,1,40,23,5,8,4,123,64,59,5,0,0,34,25,103,61,35,6,1,68,12,12,0,56,55,1,56,37,19,17,2,259,99,101,28,23,0,6,2,212,31,19,49,106,7,209,138,71,11,11,0
"E01006741",2011,"Liverpool 058C","Total",1488,20,7,0,7,13,3,9,1,0,183,88,84,3,1,0,76,19,207,100,76,17,14,67,9,9,0,58,58,0,188,112,76,40,36,331,66,155,31,61,0,14,4,331,34,38,98,149,12,156,117,39,5,5,0
"E01006742",2011,"Liverpool 057B","Total",1145,109,7,0,7,102,53,40,9,0,240,162,135,16,7,4,61,17,148,77,51,10,10,75,9,9,0,66,66,0,117,44,73,67,6,179,22,74,32,31,0,11,9,188,21,13,73,81,0,58,38,20,31,31,0
"E01006743",2011,"Liverpool 058D","Total",1928,146,49,0,49,97,70,19,7,1,356,219,196,10,12,1,92,45,300,189,88,16,7,162,58,58,0,104,104,0,243,112,131,106,25,297,68,138,25,52,0,10,4,248,38,24,99,85,2,130,87,43,46,45,1
"E01006744",2011,"Liverpool 057C","Total",1268,115,25,0,25,90,49,34,7,0,275,192,166,14,10,2,36,47,184,111,52,17,4,87,20,20,0,67,67,0,96,65,31,23,8,247,76,100,19,34,3,12,3,182,21,14,53,92,2,71,32,39,11,11,0
"E01006745",2011,"Liverpool 057D","Total",1652,93,20,0,20,73,43,21,9,0,287,182,143,17,22,0,63,42,222,113,79,23,7,166,48,48,0,118,118,0,133,61,72,59,13,335,99,139,21,31,5,21,19,228,36,11,61,118,2,144,85,59,44,44,0
"E01006746",2011,"Liverpool 030E","Total",1172,29,6,0,6,23,20,2,1,0,131,88,72,8,8,0,21,22,49,20,23,3,3,93,29,29,0,64,64,0,61,49,12,10,2,192,41,102,14,19,7,9,0,178,36,7,35,100,0,149,103,46,290,290,0
"E01006747",2011,"Liverpool 031B","Total",1505,104,2,0,2,102,62,31,9,0,151,124,116,0,8,0,17,10,93,51,12,29,1,66,16,16,0,50,50,0,57,40,17,17,0,152,40,65,9,23,0,11,4,163,21,13,25,104,0,105,77,28,614,614,0
"E01006748",2011,"Liverpool 031C","Total",1745,65,8,0,8,57,48,6,3,0,144,93,74,4,15,0,40,11,93,28,45,16,4,86,12,12,0,74,74,0,69,56,13,11,2,172,52,81,2,16,5,10,6,179,44,8,28,99,0,109,71,38,828,828,0
"E01006751",2011,"Liverpool 031F","Total",1692,62,2,0,2,60,53,1,6,0,134,89,81,1,7,0,14,31,112,67,26,16,3,73,34,34,0,39,39,0,99,48,51,43,8,313,112,166,4,16,0,4,11,237,44,18,31,144,0,226,171,55,436,436,0
"E01006752",2011,"Liverpool 035F","Total",883,38,5,0,5,33,22,8,3,0,114,79,62,4,13,0,23,12,109,46,42,21,0,87,19,19,0,68,68,0,86,47,39,33,6,172,28,107,14,14,1,8,0,108,13,7,39,49,0,91,59,32,78,78,0
"E01006753",2011,"Liverpool 059A","Total",1298,65,30,0,30,35,19,5,11,0,107,45,42,0,3,0,44,18,135,76,44,13,2,66,10,10,0,56,54,2,132,58,74,48,26,328,88,148,11,52,0,29,0,248,27,18,48,151,4,187,137,50,30,30,0
"E01006754",2011,"Liverpool 059B","Total",1347,26,9,0,9,17,16,0,1,0,162,95,81,14,0,0,41,26,128,36,61,27,4,92,16,16,0,76,76,0,135,80,55,22,33,359,98,136,47,53,0,7,18,274,14,34,93,133,0,142,94,48,29,29,0
"E01006755",2011,"Liverpool 059C","Total",1347,34,0,0,0,34,23,11,0,0,146,77,56,9,12,0,36,33,158,98,30,28,2,109,38,38,0,71,71,0,143,98,45,30,15,300,92,122,17,28,1,38,2,232,38,15,40,139,0,206,123,83,19,19,0
"E01006756",2011,"Liverpool 059D","Total",1573,27,15,0,15,12,4,0,8,0,140,55,51,4,0,0,42,43,177,77,57,27,16,114,47,47,0,67,67,0,126,69,57,44,13,440,113,210,22,74,3,15,3,286,31,11,92,147,5,236,147,89,27,27,0
"E01006757",2011,"Liverpool 059E","Total",1311,41,15,0,15,26,15,11,0,0,121,74,64,0,5,5,32,15,119,69,29,13,8,97,24,24,0,73,73,0,149,93,56,40,16,364,104,129,34,75,0,16,6,175,15,12,61,81,6,231,166,65,14,14,0
"E01006758",2011,"Liverpool 059F","Total",1303,47,1,0,1,46,22,18,5,1,161,87,66,5,12,4,46,28,157,99,35,18,5,54,16,16,0,38,38,0,134,68,66,56,10,376,103,125,52,49,3,36,8,214,23,13,33,143,2,145,101,44,15,15,0
"E01006759",2011,"Liverpool 028D","Total",929,76,31,0,31,45,24,14,0,7,166,99,82,2,15,0,32,35,99,58,32,9,0,128,24,24,0,104,104,0,87,70,17,17,0,155,27,86,6,13,0,21,2,126,13,7,61,45,0,68,33,35,24,24,0
"E01006760",2011,"Liverpool 028E","Total",1379,70,7,0,7,63,49,4,9,1,209,165,114,23,26,2,32,12,151,86,49,13,3,94,13,13,0,81,81,0,99,66,33,28,5,213,45,110,15,23,0,16,4,225,20,15,79,110,1,207,146,61,111,111,0
"E01006761",2011,"Liverpool 020B","Total",1311,56,7,0,7,49,26,15,0,8,233,146,127,9,9,1,30,57,172,78,58,23,13,133,35,35,0,98,98,0,101,61,40,35,5,215,65,93,6,38,0,7,6,222,8,11,106,97,0,140,81,59,39,39,0
"E01006762",2011,"Liverpool 015E","Total",1395,57,19,0,19,38,30,8,0,0,183,93,78,8,7,0,62,28,164,97,36,26,5,147,26,26,0,121,121,0,102,52,50,50,0,279,86,126,4,44,0,14,5,274,50,5,87,132,0,168,105,63,21,21,0
"E01006763",2011,"Liverpool 020C","Total",1235,55,7,0,7,48,30,18,0,0,265,176,155,8,11,2,55,34,197,130,41,21,5,125,20,19,1,105,105,0,69,40,29,29,0,231,83,66,22,43,0,17,0,134,35,7,47,45,0,127,61,66,32,32,0
"E01006764",2011,"Liverpool 020D","Total",1329,59,4,0,4,55,38,11,5,1,277,203,178,9,16,0,51,23,163,96,46,16,5,87,10,10,0,77,77,0,104,61,43,43,0,253,79,128,4,25,0,17,0,200,49,18,65,65,3,160,112,48,26,26,0
"E01006765",2011,"Liverpool 020E","Total",1220,93,31,0,31,62,36,21,5,0,210,140,114,18,8,0,36,34,213,115,64,18,16,69,4,4,0,65,65,0,131,73,58,51,7,218,52,98,30,35,0,3,0,156,21,14,65,56,0,112,54,58,18,18,0
"E01006766",2011,"Liverpool 019E","Total",1111,22,4,0,4,18,6,12,0,0,100,55,41,0,14,0,31,14,131,50,55,23,3,52,7,7,0,45,45,0,79,55,24,24,0,302,85,165,20,18,0,10,4,224,42,26,44,112,0,173,116,57,28,28,0
"E01006767",2011,"Liverpool 019F","Total",1597,104,30,0,30,74,35,35,4,0,282,164,143,13,8,0,68,50,175,96,52,25,2,151,32,32,0,119,119,0,134,87,47,41,6,278,66,157,15,21,0,16,3,221,45,31,41,104,0,175,88,87,77,77,0
"E01006768",2011,"Liverpool 020F","Total",1172,82,7,0,7,75,45,24,6,0,275,194,145,14,35,0,60,21,162,109,34,11,8,138,47,47,0,91,91,0,87,37,50,44,6,112,28,56,7,11,0,6,4,149,20,2,67,60,0,146,86,60,21,21,0
"E01006769",2011,"Liverpool 040B","Total",915,44,18,0,18,26,8,14,4,0,121,65,62,2,0,1,38,18,138,74,50,6,8,74,14,14,0,60,60,0,105,51,54,44,10,164,47,77,4,27,0,4,5,171,15,6,46,104,0,89,55,34,9,9,0
"E01006770",2011,"Liverpool 040C","Total",767,22,8,0,8,14,7,3,4,0,97,55,50,1,4,0,28,14,110,65,35,2,8,74,11,11,0,63,63,0,88,59,29,29,0,184,62,85,10,11,0,5,11,111,20,2,37,50,2,71,49,22,10,10,0
"E01006771",2011,"Liverpool 040D","Total",1080,15,6,0,6,9,1,7,0,1,168,97,87,9,1,0,38,33,109,54,30,23,2,57,19,19,0,38,38,0,94,63,31,28,3,264,102,106,14,23,0,17,2,197,12,34,56,95,0,139,81,58,37,37,0
"E01006772",2011,"Liverpool 040E","Total",873,73,19,6,13,54,31,15,7,1,179,84,62,6,16,0,55,40,81,37,32,2,10,117,27,27,0,90,87,3,99,46,53,42,11,137,63,40,2,20,0,10,2,146,25,18,53,50,0,35,28,7,6,6,0
"E01006773",2011,"Liverpool 036D","Total",1115,152,32,0,32,120,62,49,7,2,298,165,147,9,9,0,73,60,182,106,34,20,22,96,21,21,0,75,75,0,100,41,59,46,13,141,28,69,8,18,0,4,14,113,15,5,65,28,0,29,14,15,4,4,0
"E01006774",2011,"Liverpool 036E","Total",1242,222,39,0,39,183,101,64,18,0,356,243,173,53,15,2,73,40,153,100,29,16,8,155,49,49,0,106,104,2,103,73,30,26,4,122,27,47,7,15,0,14,12,81,3,8,39,31,0,30,22,8,20,20,0
"E01006775",2011,"Liverpool 040F","Total",987,23,20,0,20,3,0,3,0,0,97,42,41,1,0,0,35,20,137,64,61,12,0,57,12,12,0,45,45,0,118,75,43,39,4,223,85,108,7,18,0,5,0,175,39,18,41,77,0,143,111,32,14,14,0
"E01006776",2011,"Liverpool 022B","Total",1311,95,19,0,19,76,49,15,12,0,208,130,112,10,8,0,52,26,179,115,41,23,0,112,36,36,0,76,76,0,83,44,39,37,2,212,43,91,11,42,0,23,2,242,21,12,71,138,0,149,125,24,31,31,0
"E01006778",2011,"Liverpool 014E","Total",1867,50,5,0,5,45,31,13,0,1,231,124,99,23,0,2,55,52,156,89,46,12,9,135,37,37,0,98,98,0,176,116,60,56,4,372,121,155,11,49,0,29,7,387,44,62,76,204,1,305,206,99,55,53,2
"E01006779",2011,"Liverpool 022D","Total",1539,43,10,0,10,33,27,6,0,0,150,97,84,3,9,1,36,17,224,103,98,21,2,87,38,38,0,49,49,0,89,54,35,35,0,325,63,138,13,78,0,15,18,356,57,35,52,212,0,248,188,60,17,17,0
"E01006780",2011,"Liverpool 002D","Total",1209,78,16,0,16,62,38,19,1,4,309,161,142,12,7,0,76,72,227,147,55,22,3,140,30,30,0,110,110,0,99,42,57,55,2,177,51,61,11,41,0,9,4,111,24,7,34,46,0,51,35,16,17,17,0
"E01006781",2011,"Liverpool 003A","Total",1266,107,27,0,27,80,29,40,10,1,292,182,144,17,21,0,65,45,206,113,71,22,0,163,43,43,0,120,120,0,137,77,60,55,5,185,37,91,19,24,0,11,3,137,6,16,68,47,0,26,10,16,13,13,0
"E01006782",2011,"Liverpool 003B","Total",1337,95,27,0,27,68,38,29,1,0,257,173,133,9,31,0,54,30,278,187,67,22,2,109,21,21,0,88,88,0,124,66,58,57,1,216,49,110,20,29,0,6,2,157,5,13,85,54,0,70,31,39,31,31,0
"E01006783",2011,"Liverpool 002E","Total",1331,85,27,0,27,58,26,21,11,0,287,184,166,9,5,4,61,42,218,120,67,27,4,97,14,14,0,83,83,0,120,79,41,33,8,263,62,87,35,49,0,23,7,171,9,29,67,66,0,77,40,37,13,13,0
"E01006784",2011,"Liverpool 003C","Total",1183,99,18,0,18,81,46,33,2,0,329,186,144,32,6,4,95,48,224,137,48,25,14,97,6,6,0,91,91,0,78,39,39,35,4,150,48,59,6,26,0,8,3,116,9,3,69,35,0,69,39,30,21,21,0
"E01006785",2011,"Liverpool 003D","Total",1473,119,23,0,23,96,45,47,2,2,314,183,155,24,3,1,77,54,196,114,55,17,10,156,38,38,0,118,116,2,104,56,48,44,4,224,38,103,30,41,0,8,4,223,30,24,76,93,0,103,56,47,34,34,0
"E01006786",2011,"Liverpool 003E","Total",1553,114,44,0,44,70,17,50,2,1,351,212,169,27,16,0,91,48,268,181,66,10,11,162,28,24,4,134,134,0,156,69,87,79,8,220,38,88,27,29,0,31,7,190,11,24,94,61,0,75,43,32,17,17,0
"E01006787",2011,"Liverpool 006A","Total",1402,73,14,0,14,59,37,22,0,0,281,176,158,6,10,2,63,42,182,102,53,14,13,193,42,42,0,151,149,2,92,56,36,36,0,193,34,106,19,16,0,10,8,189,15,17,89,68,0,136,85,51,63,63,0
"E01006788",2011,"Liverpool 006B","Total",1560,96,25,0,25,71,28,32,11,0,335,198,132,38,26,2,71,66,276,154,100,14,8,146,23,23,0,123,123,0,149,67,82,71,11,259,58,61,37,84,0,14,5,189,30,2,93,61,3,105,40,65,5,5,0
"E01006790",2011,"Liverpool 006C","Total",1357,46,8,0,8,38,26,12,0,0,175,98,92,2,3,1,47,30,152,110,25,11,6,96,18,18,0,78,78,0,95,62,33,31,2,300,81,140,7,51,4,12,5,308,41,24,82,159,2,170,102,68,15,15,0
"E01006791",2011,"Liverpool 006D","Total",1335,32,10,0,10,22,14,8,0,0,168,118,107,4,3,4,33,17,162,77,49,31,5,106,20,20,0,86,86,0,79,43,36,27,9,272,40,122,56,37,0,11,6,304,38,42,67,157,0,183,115,68,29,29,0
"E01006792",2011,"Liverpool 046A","Total",958,296,69,0,69,227,123,40,61,3,322,195,136,24,26,9,79,48,85,55,18,8,4,137,62,62,0,75,75,0,45,16,29,29,0,50,15,27,0,0,0,8,0,12,0,1,0,11,0,0,0,0,11,11,0
"E01006793",2011,"Liverpool 051A","Total",1126,216,46,0,46,170,112,22,33,3,263,176,144,9,20,3,58,29,126,63,41,15,7,106,27,27,0,79,79,0,85,47,38,35,3,128,37,64,9,8,0,5,5,82,14,7,28,33,0,95,44,51,25,25,0
"E01006794",2011,"Liverpool 046B","Total",1194,268,54,4,50,214,106,56,38,14,350,231,175,17,30,9,88,31,144,77,55,8,4,157,54,54,0,103,103,0,57,36,21,12,9,101,35,38,6,9,1,11,1,41,6,9,11,15,0,58,28,30,18,18,0
"E01006795",2011,"Liverpool 051B","Total",1147,277,52,0,52,225,100,53,64,8,367,241,193,28,15,5,71,55,129,68,51,7,3,119,53,53,0,66,66,0,68,25,43,40,3,61,13,26,0,8,0,9,5,87,1,20,38,25,3,28,21,7,11,11,0
"E01006796",2011,"Liverpool 047E","Total",1205,396,69,0,69,327,177,30,114,6,428,260,195,23,42,0,132,36,68,46,14,4,4,179,87,87,0,92,92,0,36,16,20,20,0,55,13,6,3,13,0,20,0,12,3,2,2,5,0,6,1,5,25,25,0
"E01006797",2011,"Liverpool 051C","Total",1204,93,21,4,17,72,40,24,8,0,235,125,110,10,4,1,59,51,175,106,36,21,12,128,44,44,0,84,83,1,108,50,58,41,17,203,39,92,14,31,5,21,1,148,24,7,56,60,1,96,49,47,18,18,0
"E01006798",2011,"Liverpool 051D","Total",1094,186,34,0,34,152,84,41,27,0,335,218,162,27,18,11,80,37,167,84,60,12,11,109,44,44,0,65,62,3,87,58,29,25,4,96,21,45,7,9,0,11,3,95,22,4,44,21,4,12,2,10,7,7,0
"E01006799",2011,"Liverpool 051E","Total",1175,170,29,0,29,141,97,25,19,0,282,193,158,16,15,4,54,35,167,95,59,13,0,114,30,30,0,84,84,0,63,39,24,24,0,180,35,101,4,18,0,13,9,134,1,14,48,71,0,54,33,21,11,8,3
