"lsoa11cd","date","lsoa11nm","Rural Urban","NS-SeC: All categories: NS-SeC of household reference person; measures: Value","NS-SeC: 1. Higher managerial, administrative and professional occupations; measures: Value","NS-SeC: 1.1 Large employers and higher managerial and administrative occupations; measures: Value","NS-SeC: L1 Employers in large establishments; measures: Value","NS-SeC: L2 Higher managerial and administrative occupations; measures: Value","NS-SeC: 1.2 Higher professional occupations; measures: Value","NS-SeC: L3.1 Traditional employees; measures: Value","NS-SeC: L3.2 New employees; measures: Value","NS-SeC: L3.3 Traditional self-employed; measures: Value","NS-SeC: L3.4 New self-employed; measures: Value","NS-SeC: 2. Lower managerial, administrative and professional occupations; measures: Value","NS-SeC: L4 Lower professional and higher technical occupations; measures: Value","NS-SeC: L4.1 Traditional employees; measures: Value","NS-SeC: L4.2 New employees; measures: Value","NS-SeC: L4.3 Traditional self-employed; measures: Value","NS-SeC: L4.4 New self-employed; measures: Value","NS-SeC: L5 Lower managerial and administrative occupations; measures: Value","NS-SeC: L6 Higher supervisory occupations; measures: Value","NS-SeC: 3. Intermediate occupations; measures: Value","NS-SeC: L7.1 Intermediate clerical and administrative occupations; measures: Value","NS-SeC: L7.2 Intermediate sales and service occupations; measures: Value","NS-SeC: L7.3 Intermediate technical and auxiliary occupations; measures: Value","NS-SeC: L7.4 Intermediate engineering occupations; measures: Value","NS-SeC: 4. Small employers and own account workers; measures: Value","NS-SeC: L8 Employers in small establishments; measures: Value","NS-SeC: L8.1 Employers in small establishments in industry, commerce, services etc.; measures: Value","NS-SeC: L8.2 Employers in small establishments in agriculture; measures: Value","NS-SeC: L9 Own account workers; measures: Value","NS-SeC: L9.1 Own account workers (non-professional); measures: Value","NS-SeC: L9.2 Own account workers (agriculture); measures: Value","NS-SeC: 5. Lower supervisory and technical occupations; measures: Value","NS-SeC: L10 Lower supervisory occupations; measures: Value","NS-SeC: L11 Lower technical occupations; measures: Value","NS-SeC: L11.1 Lower technical craft occupations; measures: Value","NS-SeC: L11.2 Lower technical process operative occupations; measures: Value","NS-SeC: 6. Semi-routine occupations; measures: Value","NS-SeC: L12.1 Semi-routine sales occupations; measures: Value","NS-SeC: L12.2 Semi-routine service occupations; measures: Value","NS-SeC: L12.3 Semi-routine technical occupations; measures: Value","NS-SeC: L12.4 Semi-routine operative occupations; measures: Value","NS-SeC: L12.5 Semi-routine agricultural occupations; measures: Value","NS-SeC: L12.6 Semi-routine clerical occupations; measures: Value","NS-SeC: L12.7 Semi-routine childcare occupations; measures: Value","NS-SeC: 7. Routine occupations; measures: Value","NS-SeC: L13.1 Routine sales and service occupations; measures: Value","NS-SeC: L13.2 Routine production occupations; measures: Value","NS-SeC: L13.3 Routine technical occupations; measures: Value","NS-SeC: L13.4 Routine operative occupations; measures: Value","NS-SeC: L13.5 Routine agricultural occupations; measures: Value","NS-SeC: 8. Never worked and long-term unemployed; measures: Value","NS-SeC: L14.1 Never worked; measures: Value","NS-SeC: L14.2 Long-term unemployed; measures: Value","NS-SeC: Not classified; measures: Value","NS-SeC: L15 Full-time students; measures: Value","NS-SeC: L17 Not classifiable for other reasons; measures: Value"
"E01006612",2011,"Liverpool 008B","Total",1495,51,18,0,18,33,9,22,2,0,171,87,80,5,2,0,57,27,205,137,37,22,9,106,18,18,0,88,88,0,118,70,48,33,15,316,80,108,44,57,0,17,10,319,25,26,111,156,1,185,120,65,24,24,0
"E01006613",2011,"Liverpool 009D","Total",1360,32,17,0,17,15,8,3,4,0,185,102,89,3,7,3,43,40,216,134,54,12,16,144,13,13,0,131,127,4,92,44,48,38,10,296,81,114,25,59,1,11,5,252,24,36,68,124,0,121,82,39,22,22,0
"E01006614",2011,"Liverpool 012B","Total",1322,27,12,0,12,15,10,4,0,1,182,96,84,4,6,2,41,45,160,92,38,17,13,103,25,25,0,78,78,0,98,38,60,45,15,346,99,151,31,47,2,10,6,239,33,25,43,138,0,134,84,50,33,33,0
"E01006615",2011,"Liverpool 012C","Total",1302,14,3,0,3,11,11,0,0,0,156,78,70,4,4,0,42,36,154,79,57,17,1,90,22,22,0,68,68,0,108,78,30,29,1,307,78,133,21,54,4,12,5,309,48,23,70,165,3,138,97,41,26,26,0
"E01006616",2011,"Liverpool 015D","Total",1428,53,26,0,26,27,11,12,4,0,211,131,110,19,2,0,55,25,179,102,40,33,4,164,29,29,0,135,135,0,153,66,87,72,15,303,75,126,25,54,0,17,6,294,19,17,82,171,5,67,47,20,4,4,0
"E01006617",2011,"Liverpool 021A","Total",1421,213,63,0,63,150,82,40,28,0,387,254,201,21,31,1,96,37,188,110,52,22,4,177,48,48,0,129,127,2,105,61,44,44,0,136,31,44,12,20,0,20,9,157,28,3,42,84,0,43,31,12,15,15,0
"E01006618",2011,"Liverpool 016C","Total",1639,85,34,0,34,51,15,31,5,0,271,113,112,0,1,0,113,45,236,140,63,23,10,138,24,24,0,114,114,0,179,101,78,71,7,324,85,146,20,50,0,18,5,305,28,40,90,141,6,81,71,10,20,20,0
"E01006619",2011,"Liverpool 021B","Total",1599,125,23,0,23,102,47,48,4,3,394,280,236,26,14,4,58,56,253,186,38,14,15,224,59,59,0,165,163,2,112,57,55,48,7,204,47,75,17,47,0,13,5,211,26,29,78,77,1,42,28,14,34,34,0
"E01006620",2011,"Liverpool 021C","Total",1409,157,54,0,54,103,46,46,7,4,338,228,190,19,10,9,53,57,215,111,61,24,19,212,53,53,0,159,159,0,104,47,57,54,3,186,48,58,11,41,0,15,13,153,13,19,62,59,0,37,22,15,7,7,0
"E01006621",2011,"Liverpool 021D","Total",1468,237,45,0,45,192,103,42,42,5,455,247,184,25,36,2,145,63,124,93,26,5,0,299,133,133,0,166,164,2,82,41,41,38,3,121,30,51,12,26,0,1,1,88,9,4,45,30,0,24,16,8,38,38,0
"E01006622",2011,"Liverpool 021E","Total",1519,188,62,0,62,126,56,47,19,4,449,267,212,33,17,5,113,69,215,126,70,11,8,189,59,59,0,130,126,4,146,55,91,77,14,150,15,50,8,43,0,22,12,156,13,6,73,64,0,19,11,8,7,7,0
"E01006623",2011,"Liverpool 013A","Total",1462,228,67,0,67,161,91,53,12,5,342,189,151,15,17,6,99,54,178,113,53,10,2,270,116,116,0,154,152,2,162,57,105,88,17,118,25,42,18,25,0,8,0,119,4,9,78,28,0,31,22,9,14,14,0
"E01006624",2011,"Liverpool 013B","Total",1551,88,28,0,28,60,24,26,9,1,317,192,172,10,10,0,65,60,151,93,45,4,9,198,76,76,0,122,122,0,133,54,79,64,15,284,77,106,29,38,0,28,6,213,30,13,70,100,0,138,91,47,29,29,0
"E01006625",2011,"Liverpool 016D","Total",1416,122,43,0,43,79,41,26,8,4,370,210,167,31,12,0,104,56,176,111,39,14,12,187,40,40,0,147,147,0,109,54,55,53,2,205,63,59,22,44,0,17,0,186,13,19,90,64,0,52,35,17,9,9,0
"E01006626",2011,"Liverpool 016E","Total",1448,130,51,0,51,79,51,24,4,0,337,229,166,49,12,2,70,38,232,154,56,15,7,148,38,38,0,110,106,4,159,60,99,94,5,219,45,76,22,25,0,46,5,171,19,19,70,63,0,40,19,21,12,12,0
"E01006627",2011,"Liverpool 013C","Total",1378,133,15,0,15,118,44,54,12,8,338,208,178,12,18,0,73,57,202,135,43,15,9,124,25,25,0,99,99,0,117,49,68,62,6,246,69,92,15,47,0,20,3,166,12,22,63,67,2,43,33,10,9,9,0
"E01006628",2011,"Liverpool 052D","Total",1518,270,33,0,33,237,159,47,27,4,403,310,266,15,29,0,66,27,156,82,54,20,0,176,70,70,0,106,106,0,89,35,54,48,6,187,44,94,18,16,0,11,4,122,27,6,50,39,0,71,51,20,44,44,0
"E01006629",2011,"Liverpool 052E","Total",1242,126,24,0,24,102,64,22,13,3,317,219,187,16,16,0,62,36,142,97,34,11,0,99,24,24,0,75,75,0,99,53,46,44,2,226,51,95,23,30,0,17,10,154,4,4,48,98,0,54,45,9,25,25,0
"E01006630",2011,"Liverpool 044B","Total",1338,50,10,6,4,40,25,15,0,0,157,89,77,6,6,0,40,28,91,53,25,11,2,86,28,28,0,58,58,0,92,54,38,34,4,312,89,145,14,29,0,24,11,292,35,22,56,179,0,237,170,67,21,21,0
"E01006632",2011,"Liverpool 044C","Total",1842,86,28,0,28,58,22,32,4,0,235,145,122,19,4,0,60,30,189,82,83,23,1,143,35,35,0,108,108,0,181,112,69,62,7,333,82,163,13,51,0,24,0,382,70,23,69,216,4,245,177,68,48,48,0
"E01006633",2011,"Liverpool 050B","Total",1432,31,10,0,10,21,15,6,0,0,142,74,69,3,2,0,45,23,156,109,39,8,0,62,14,14,0,48,48,0,121,73,48,46,2,310,105,133,16,47,0,2,7,356,48,58,50,197,3,232,179,53,22,22,0
"E01006637",2011,"Liverpool 017A","Total",1596,45,8,0,8,37,17,13,6,1,265,164,158,5,0,1,69,32,123,55,46,20,2,96,25,25,0,71,71,0,104,62,42,38,4,373,97,207,23,38,0,4,4,291,23,17,75,175,1,245,169,76,54,54,0
"E01006638",2011,"Liverpool 017B","Total",1219,17,9,0,9,8,4,4,0,0,121,61,55,2,4,0,50,10,159,82,46,18,13,73,5,5,0,68,68,0,116,61,55,47,8,271,65,141,16,33,0,16,0,272,29,31,56,156,0,158,112,46,32,32,0
"E01006639",2011,"Liverpool 017C","Total",1509,107,21,0,21,86,60,22,3,1,290,198,172,25,1,0,68,24,206,115,54,22,15,223,60,60,0,163,162,1,89,47,42,30,12,257,62,99,25,54,0,15,2,213,23,12,93,84,1,110,84,26,14,14,0
"E01006640",2011,"Liverpool 021F","Total",1880,235,52,0,52,183,82,76,21,4,505,285,212,63,7,3,164,56,254,142,76,23,13,232,60,60,0,172,172,0,134,70,64,59,5,221,66,86,20,33,0,11,5,207,19,23,92,73,0,82,59,23,10,10,0
"E01006641",2011,"Liverpool 025C","Total",1640,132,46,0,46,86,44,35,4,3,483,380,354,11,12,3,59,44,191,127,49,8,7,187,55,55,0,132,132,0,120,63,57,47,10,296,73,139,16,35,0,19,14,162,22,6,83,50,1,47,26,21,22,22,0
"E01006642",2011,"Liverpool 025D","Total",1290,23,14,0,14,9,8,1,0,0,145,76,62,1,13,0,48,21,105,49,45,11,0,95,27,27,0,68,67,1,105,66,39,36,3,333,90,142,15,50,0,33,3,255,30,25,66,134,0,213,126,87,16,16,0
"E01006643",2011,"Liverpool 025E","Total",1822,74,8,0,8,66,51,14,0,1,214,123,111,5,3,4,58,33,202,94,58,31,19,153,27,27,0,126,126,0,179,118,61,56,5,333,88,122,34,71,0,13,5,406,69,45,111,179,2,204,159,45,57,57,0
"E01006644",2011,"Liverpool 017D","Total",2040,142,41,0,41,101,53,36,12,0,327,202,171,30,0,1,76,49,292,129,101,47,15,161,29,29,0,132,132,0,177,97,80,70,10,373,88,187,30,54,0,12,2,358,51,13,123,171,0,190,140,50,20,20,0
"E01006645",2011,"Liverpool 017E","Total",1424,37,11,0,11,26,22,2,1,1,169,102,79,14,7,2,33,34,147,76,43,20,8,67,17,17,0,50,50,0,115,61,54,44,10,280,86,109,20,46,0,10,9,339,39,34,86,176,4,246,186,60,24,24,0
"E01006646",2011,"Liverpool 023C","Total",1881,161,14,0,14,147,112,25,8,2,266,154,131,13,4,6,67,45,145,80,54,6,5,92,38,37,1,54,54,0,133,72,61,54,7,261,79,115,7,37,0,14,9,418,49,36,93,238,2,264,199,65,141,141,0
"E01006647",2011,"Liverpool 024C","Total",1422,39,6,0,6,33,28,3,0,2,99,55,48,1,6,0,27,17,152,81,48,23,0,72,14,14,0,58,58,0,120,75,45,45,0,234,27,120,14,32,4,23,14,399,37,53,71,237,1,273,214,59,34,34,0
"E01006648",2011,"Liverpool 023D","Total",2175,165,8,0,8,157,95,39,17,6,323,196,175,10,6,5,95,32,207,98,96,7,6,83,22,22,0,61,61,0,141,102,39,24,15,350,51,166,27,77,0,20,9,490,41,42,99,305,3,249,205,44,167,167,0
"E01006651",2011,"Liverpool 001A","Total",1642,162,53,0,53,109,49,44,11,5,461,273,239,16,18,0,136,52,230,151,44,16,19,201,53,53,0,148,148,0,180,87,93,86,7,203,42,69,19,43,0,18,12,164,6,10,109,37,2,19,14,5,22,22,0
"E01006652",2011,"Liverpool 002A","Total",1505,150,32,0,32,118,50,61,7,0,305,202,165,23,12,2,54,49,242,161,37,34,10,143,16,16,0,127,127,0,106,55,51,38,13,256,52,84,39,59,0,17,5,223,32,29,96,61,5,57,34,23,23,23,0
"E01006653",2011,"Liverpool 001B","Total",1520,67,19,0,19,48,34,12,2,0,292,160,129,17,14,0,93,39,188,99,65,17,7,132,33,33,0,99,99,0,135,82,53,50,3,232,33,93,21,63,2,8,12,305,52,26,99,124,4,149,112,37,20,20,0
"E01006654",2011,"Liverpool 005A","Total",1455,101,38,0,38,63,23,34,3,3,289,174,154,15,4,1,74,41,203,100,73,10,20,157,48,48,0,109,109,0,153,65,88,85,3,261,54,101,19,68,0,19,0,215,15,13,103,84,0,58,32,26,18,18,0
"E01006655",2011,"Liverpool 001C","Total",1733,155,41,0,41,114,82,25,7,0,337,230,213,11,6,0,66,41,166,98,41,27,0,172,39,39,0,133,133,0,180,99,81,71,10,304,68,133,40,48,0,13,2,303,15,32,117,139,0,104,70,34,12,12,0
"E01006656",2011,"Liverpool 002B","Total",1493,105,33,0,33,72,33,39,0,0,335,157,129,20,8,0,93,85,260,161,73,21,5,125,25,25,0,100,100,0,162,81,81,60,21,252,56,121,19,35,0,15,6,175,26,12,64,71,2,59,28,31,20,20,0
"E01006657",2011,"Liverpool 002C","Total",1211,52,24,0,24,28,15,11,2,0,230,119,95,15,9,0,63,48,206,112,43,41,10,105,36,36,0,69,69,0,128,66,62,56,6,260,64,89,38,50,0,13,6,125,13,10,54,48,0,94,59,35,11,11,0
"E01006658",2011,"Liverpool 001D","Total",1300,36,19,0,19,17,8,9,0,0,129,78,70,4,2,2,35,16,138,62,54,20,2,86,19,19,0,67,67,0,121,65,56,51,5,348,57,173,27,69,2,17,3,263,28,31,49,154,1,156,112,44,23,20,3
"E01006659",2011,"Liverpool 005B","Total",1070,63,16,0,16,47,38,4,5,0,137,88,72,9,7,0,24,25,124,77,33,13,1,63,11,11,0,52,52,0,109,78,31,24,7,201,28,78,27,43,6,12,7,232,29,32,57,114,0,102,69,33,39,38,1
"E01006660",2011,"Liverpool 001E","Total",1433,47,7,0,7,40,12,19,9,0,250,170,157,9,0,4,58,22,189,104,35,31,19,151,36,36,0,115,114,1,148,87,61,52,9,288,47,129,21,67,0,14,10,267,35,21,89,122,0,84,55,29,9,9,0
"E01006661",2011,"Liverpool 004A","Total",1663,48,7,0,7,41,37,2,2,0,175,107,104,0,0,3,40,28,213,111,64,31,7,107,15,15,0,92,92,0,129,80,49,47,2,383,104,131,33,99,0,13,3,375,26,61,97,191,0,222,175,47,11,11,0
"E01006662",2011,"Liverpool 004B","Total",1633,65,15,0,15,50,20,15,10,5,227,138,132,4,2,0,63,26,215,119,68,26,2,124,13,13,0,111,111,0,146,70,76,68,8,310,45,150,27,60,0,12,16,368,41,37,84,204,2,155,99,56,23,23,0
"E01006663",2011,"Liverpool 004C","Total",1153,63,16,0,16,47,41,5,1,0,166,102,84,16,2,0,42,22,185,99,48,24,14,81,20,20,0,61,61,0,82,24,58,51,7,257,45,82,38,64,0,17,11,220,13,29,68,106,4,95,70,25,4,4,0
"E01006664",2011,"Liverpool 004D","Total",1795,103,29,0,29,74,41,29,3,1,217,135,113,8,14,0,47,35,173,98,45,16,14,148,29,29,0,119,119,0,151,80,71,61,10,394,68,179,51,82,0,14,0,370,41,65,105,154,5,233,130,103,6,6,0
"E01006665",2011,"Liverpool 007A","Total",1555,117,17,0,17,100,56,37,7,0,411,235,196,24,11,4,122,54,269,134,81,28,26,193,71,71,0,122,119,3,121,60,61,50,11,225,57,90,11,53,0,9,5,161,18,13,83,47,0,46,30,16,12,12,0
"E01006666",2011,"Liverpool 007B","Total",1504,225,85,0,85,140,69,56,15,0,427,267,224,18,19,6,101,59,240,114,91,18,17,176,61,61,0,115,115,0,155,58,97,80,17,150,39,43,25,21,2,20,0,105,13,2,64,26,0,20,12,8,6,6,0
"E01006667",2011,"Liverpool 007C","Total",1413,106,35,0,35,71,37,32,2,0,268,171,152,11,2,6,64,33,156,94,32,26,4,181,31,31,0,150,150,0,145,76,69,55,14,252,71,107,10,44,0,11,9,212,30,13,75,92,2,85,65,20,8,8,0
"E01006668",2011,"Liverpool 007D","Total",1534,163,31,0,31,132,77,48,7,0,394,227,203,8,12,4,109,58,246,149,48,15,34,240,78,78,0,162,162,0,112,53,59,47,12,170,54,62,7,35,0,10,2,162,22,14,65,61,0,21,11,10,26,26,0
"E01006669",2011,"Liverpool 004E","Total",1470,188,34,0,34,154,79,46,22,7,296,166,128,27,7,4,83,47,203,111,73,13,6,235,81,81,0,154,154,0,112,48,64,60,4,175,43,69,5,45,0,13,0,176,6,19,91,60,0,54,37,17,31,31,0
"E01006670",2011,"Liverpool 007E","Total",1520,237,64,0,64,173,88,64,19,2,373,214,176,26,12,0,101,58,192,94,73,16,9,185,52,52,0,133,132,1,134,62,72,61,11,186,57,52,15,36,4,15,7,130,2,10,77,41,0,73,36,37,10,10,0
"E01006671",2011,"Liverpool 013D","Total",1349,140,39,0,39,101,64,26,3,8,342,199,177,13,9,0,97,46,102,45,35,8,14,219,116,116,0,103,103,0,81,39,42,37,5,158,45,67,20,18,0,7,1,217,20,19,94,84,0,68,38,30,22,22,0
"E01006672",2011,"Liverpool 010E","Total",1955,90,25,0,25,65,32,31,0,2,249,135,107,17,3,8,61,53,241,141,51,43,6,151,51,51,0,100,100,0,186,101,85,79,6,377,73,173,23,70,0,29,9,402,52,56,122,172,0,228,144,84,31,31,0
"E01006673",2011,"Liverpool 037D","Total",1925,111,12,0,12,99,49,31,15,4,291,208,149,23,32,4,52,31,125,64,40,18,3,126,49,49,0,77,77,0,139,65,74,67,7,315,94,157,8,36,0,14,6,229,30,23,19,157,0,410,303,107,179,179,0
"E01006674",2011,"Liverpool 039C","Total",1885,94,15,0,15,79,51,11,8,9,166,131,118,9,3,1,27,8,122,78,27,15,2,193,53,53,0,140,137,3,91,37,54,50,4,332,80,175,25,34,1,12,5,252,26,18,51,157,0,556,466,90,79,79,0
"E01006675",2011,"Liverpool 043C","Total",1682,252,35,0,35,217,153,35,25,4,395,314,228,22,58,6,62,19,152,78,53,19,2,143,40,40,0,103,101,2,125,56,69,64,5,204,58,96,12,15,0,18,5,101,16,16,14,54,1,181,127,54,129,129,0
"E01006676",2011,"Liverpool 044D","Total",1753,89,10,0,10,79,50,20,9,0,200,134,120,4,10,0,43,23,112,54,39,19,0,176,59,58,1,117,117,0,110,53,57,53,4,307,55,184,16,26,0,14,12,302,38,21,66,176,1,350,274,76,107,102,5
"E01006677",2011,"Liverpool 043D","Total",993,28,4,0,4,24,15,8,1,0,82,49,34,4,11,0,23,10,55,33,17,5,0,97,37,37,0,60,60,0,69,26,43,37,6,210,46,109,11,23,0,17,4,199,51,24,37,87,0,193,162,31,60,60,0
"E01006678",2011,"Liverpool 044E","Total",2126,103,18,0,18,85,65,17,3,0,281,219,182,6,25,6,47,15,185,102,39,36,8,167,35,35,0,132,132,0,166,88,78,68,10,385,99,166,24,59,0,22,15,396,52,44,69,231,0,332,248,84,111,111,0
"E01006679",2011,"Liverpool 039D","Total",2184,82,8,0,8,74,34,21,15,4,254,208,157,6,43,2,26,20,146,92,34,20,0,208,41,41,0,167,167,0,134,75,59,53,6,325,59,151,31,67,0,12,5,198,31,20,25,118,4,611,517,94,226,222,4
"E01006680",2011,"Liverpool 053B","Total",1569,312,47,0,47,265,172,59,33,1,424,249,203,27,15,4,107,68,219,156,49,4,10,169,59,59,0,110,110,0,169,60,109,96,13,160,56,55,3,18,0,14,14,90,19,3,35,33,0,19,12,7,7,7,0
"E01006681",2011,"Liverpool 054D","Total",1585,191,35,0,35,156,92,46,18,0,385,220,187,14,15,4,95,70,238,140,78,5,15,170,43,43,0,127,127,0,144,58,86,70,16,222,52,97,28,26,0,17,2,131,22,9,41,59,0,87,51,36,17,17,0
"E01006682",2011,"Liverpool 053C","Total",1310,325,78,4,74,247,132,85,30,0,436,313,239,48,24,2,76,47,167,108,43,12,4,140,33,33,0,107,105,2,74,27,47,43,4,84,12,35,2,26,0,9,0,66,14,4,32,16,0,15,15,0,3,3,0
"E01006683",2011,"Liverpool 053D","Total",1507,325,79,0,79,246,137,83,23,3,443,313,275,18,16,4,66,64,203,106,60,26,11,160,54,54,0,106,106,0,131,67,64,50,14,127,18,52,10,22,0,15,10,83,6,0,45,32,0,19,10,9,16,16,0
"E01006684",2011,"Liverpool 056B","Total",2113,538,108,0,108,430,263,105,61,1,625,435,325,63,47,0,105,85,300,183,99,18,0,184,75,75,0,109,109,0,119,69,50,49,1,203,34,84,23,35,0,24,3,84,10,2,33,39,0,36,13,23,24,24,0
"E01006685",2011,"Liverpool 056C","Total",1426,288,56,0,56,232,135,52,45,0,429,290,237,26,16,11,80,59,170,95,42,14,19,161,57,57,0,104,104,0,85,51,34,29,5,100,31,34,5,14,0,13,3,96,15,6,54,21,0,34,20,14,63,63,0
"E01006686",2011,"Liverpool 053E","Total",1429,181,29,0,29,152,97,45,8,2,436,279,248,16,14,1,81,76,222,133,57,14,18,115,34,34,0,81,81,0,159,82,77,70,7,169,44,59,10,22,0,27,7,99,13,1,47,33,5,17,15,2,31,31,0
"E01006687",2011,"Liverpool 056D","Total",1896,594,83,0,83,511,274,61,164,12,551,386,311,31,40,4,100,65,147,96,29,13,9,169,64,64,0,105,105,0,107,57,50,47,3,135,20,59,14,30,0,9,3,119,13,14,47,45,0,59,33,26,15,15,0
"E01006688",2011,"Liverpool 056E","Total",1520,231,47,0,47,184,117,42,19,6,403,297,221,42,33,1,49,57,193,104,61,16,12,132,34,34,0,98,98,0,127,76,51,42,9,211,61,73,28,29,0,9,11,147,21,7,58,61,0,53,29,24,23,23,0
"E01006689",2011,"Liverpool 049D","Total",1651,279,64,0,64,215,137,47,28,3,518,384,329,33,17,5,79,55,239,154,39,25,21,152,37,37,0,115,115,0,126,52,74,59,15,179,54,66,8,32,0,11,8,97,10,12,50,25,0,43,30,13,18,18,0
"E01006690",2011,"Liverpool 028A","Total",1457,74,15,0,15,59,42,7,10,0,221,146,130,3,13,0,53,22,140,76,42,16,6,101,16,16,0,85,85,0,104,57,47,43,4,262,55,122,31,42,0,12,0,232,31,20,52,128,1,209,147,62,114,114,0
"E01006691",2011,"Liverpool 030A","Total",1488,43,8,0,8,35,25,4,6,0,168,104,98,2,4,0,54,10,119,66,32,18,3,121,25,25,0,96,96,0,124,52,72,69,3,291,45,156,29,36,0,23,2,259,24,32,40,161,2,232,182,50,131,131,0
"E01006692",2011,"Liverpool 028B","Total",2180,91,12,0,12,79,42,27,3,7,340,217,170,26,20,1,72,51,243,142,69,29,3,246,61,61,0,185,185,0,175,107,68,48,20,378,97,177,31,53,0,12,8,342,49,45,81,167,0,309,195,114,56,56,0
"E01006693",2011,"Liverpool 024D","Total",1508,33,7,0,7,26,21,1,4,0,166,99,90,3,6,0,53,14,126,80,18,22,6,155,52,52,0,103,102,1,131,66,65,55,10,317,103,139,16,49,1,6,3,348,36,40,72,199,1,199,167,32,33,33,0
"E01006694",2011,"Liverpool 030B","Total",1864,43,1,0,1,42,31,4,3,4,241,172,153,13,4,2,46,23,218,97,90,28,3,86,30,30,0,56,56,0,132,81,51,42,9,414,75,238,25,56,0,8,12,355,40,33,65,216,1,258,167,91,117,117,0
"E01006695",2011,"Liverpool 028C","Total",1814,102,17,0,17,85,57,14,14,0,236,177,137,23,11,6,38,21,196,99,67,20,10,119,28,28,0,91,91,0,129,100,29,21,8,317,93,155,19,27,0,18,5,273,51,25,71,126,0,308,193,115,134,130,4
"E01006696",2011,"Liverpool 030C","Total",1744,38,13,0,13,25,12,8,5,0,285,202,188,11,0,3,35,48,165,100,20,40,5,104,19,19,0,85,85,0,147,101,46,38,8,349,73,168,20,53,0,28,7,320,51,31,53,185,0,199,153,46,137,136,1
"E01006697",2011,"Liverpool 030D","Total",1843,58,8,0,8,50,23,15,8,4,229,152,128,3,13,8,54,23,179,105,41,33,0,151,56,56,0,95,93,2,127,67,60,54,6,355,86,181,28,40,0,20,0,342,31,76,77,158,0,281,210,71,121,117,4
"E01006698",2011,"Liverpool 012D","Total",1716,54,17,0,17,37,12,18,2,5,262,138,115,23,0,0,78,46,260,137,86,32,5,127,26,26,0,101,101,0,145,77,68,63,5,381,125,134,29,61,0,19,13,332,53,25,109,140,5,131,82,49,24,24,0
"E01006699",2011,"Liverpool 014A","Total",1581,35,15,0,15,20,9,5,6,0,183,127,107,9,4,7,42,14,195,125,45,17,8,99,26,26,0,73,73,0,149,86,63,54,9,315,80,109,44,61,2,14,5,372,44,45,75,208,0,204,156,48,29,29,0
"E01006700",2011,"Liverpool 012E","Total",1410,52,9,0,9,43,34,3,6,0,179,81,63,6,8,4,65,33,123,69,32,21,1,126,25,25,0,101,101,0,100,60,40,35,5,342,58,172,45,52,0,15,0,298,49,20,58,167,4,179,115,64,11,11,0
"E01006701",2011,"Liverpool 014B","Total",1380,30,9,0,9,21,13,4,4,0,182,82,64,11,3,4,68,32,171,90,33,37,11,121,47,47,0,74,74,0,155,80,75,70,5,312,78,119,21,78,0,8,8,279,17,23,87,152,0,111,82,29,19,19,0
"E01006702",2011,"Liverpool 014C","Total",1596,32,10,4,6,22,14,8,0,0,177,87,77,7,3,0,57,33,174,111,49,14,0,108,29,29,0,79,79,0,112,57,55,50,5,297,89,126,28,49,0,5,0,397,48,54,79,216,0,264,197,67,35,35,0
"E01006703",2011,"Liverpool 014D","Total",1527,33,6,0,6,27,24,3,0,0,131,78,72,2,4,0,26,27,150,88,47,6,9,73,24,24,0,49,48,1,131,82,49,48,1,359,72,147,27,85,0,22,6,400,63,45,87,204,1,222,156,66,28,28,0
"E01006705",2011,"Liverpool 009E","Total",1409,44,12,0,12,32,19,11,2,0,201,110,102,3,4,1,44,47,209,144,54,8,3,136,26,22,4,110,108,2,136,77,59,48,11,268,66,123,15,50,0,11,3,249,28,21,73,126,1,141,77,64,25,25,0
"E01006706",2011,"Liverpool 045A","Total",1346,17,3,0,3,14,6,6,2,0,149,82,72,2,8,0,34,33,126,78,30,13,5,91,34,34,0,57,57,0,142,73,69,51,18,310,111,135,10,39,0,7,8,317,55,24,103,128,7,169,124,45,25,25,0
"E01006707",2011,"Liverpool 045B","Total",1294,23,5,0,5,18,6,9,3,0,107,46,40,2,4,0,52,9,89,45,26,12,6,72,15,15,0,57,57,0,154,93,61,54,7,350,75,144,45,50,0,22,14,314,41,38,85,150,0,171,119,52,14,14,0
"E01006708",2011,"Liverpool 045C","Total",1757,74,24,0,24,50,34,11,5,0,289,175,140,18,13,4,64,50,223,119,68,23,13,152,28,28,0,124,124,0,158,99,59,46,13,396,86,176,25,63,2,36,8,295,32,23,122,118,0,139,127,12,31,31,0
"E01006709",2011,"Liverpool 040A","Total",1438,90,27,0,27,63,55,8,0,0,193,115,101,10,4,0,50,28,182,112,52,15,3,116,17,17,0,99,99,0,175,98,77,72,5,273,62,127,25,34,6,19,0,268,25,42,78,122,1,119,75,44,22,22,0
"E01006710",2011,"Liverpool 045D","Total",1490,52,23,0,23,29,21,4,4,0,232,135,122,8,0,5,59,38,191,128,35,9,19,100,22,22,0,78,78,0,131,72,59,50,9,367,128,133,21,43,2,25,15,284,35,21,98,130,0,116,53,63,17,17,0
"E01006711",2011,"Liverpool 027A","Total",1500,56,18,0,18,38,25,6,7,0,312,189,165,20,4,0,64,59,177,95,48,24,10,169,43,43,0,126,126,0,150,82,68,61,7,245,70,99,11,49,1,15,0,227,37,21,82,87,0,140,90,50,24,24,0
