"lsoa11cd","date","lsoa11nm","Rural Urban","NS-SeC: All categories: NS-SeC of household reference person; measures: Value","NS-SeC: 1. Higher managerial, administrative and professional occupations; measures: Value","NS-SeC: 1.1 Large employers and higher managerial and administrative occupations; measures: Value","NS-SeC: L1 Employers in large establishments; measures: Value","NS-SeC: L2 Higher managerial and administrative occupations; measures: Value","NS-SeC: 1.2 Higher professional occupations; measures: Value","NS-SeC: L3.1 Traditional employees; measures: Value","NS-SeC: L3.2 New employees; measures: Value","NS-SeC: L3.3 Traditional self-employed; measures: Value","NS-SeC: L3.4 New self-employed; measures: Value","NS-SeC: 2. Lower managerial, administrative and professional occupations; measures: Value","NS-SeC: L4 Lower professional and higher technical occupations; measures: Value","NS-SeC: L4.1 Traditional employees; measures: Value","NS-SeC: L4.2 New employees; measures: Value","NS-SeC: L4.3 Traditional self-employed; measures: Value","NS-SeC: L4.4 New self-employed; measures: Value","NS-SeC: L5 Lower managerial and administrative occupations; measures: Value","NS-SeC: L6 Higher supervisory occupations; measures: Value","NS-SeC: 3. Intermediate occupations; measures: Value","NS-SeC: L7.1 Intermediate clerical and administrative occupations; measures: Value","NS-SeC: L7.2 Intermediate sales and service occupations; measures: Value","NS-SeC: L7.3 Intermediate technical and auxiliary occupations; measures: Value","NS-SeC: L7.4 Intermediate engineering occupations; measures: Value","NS-SeC: 4. Small employers and own account workers; measures: Value","NS-SeC: L8 Employers in small establishments; measures: Value","NS-SeC: L8.1 Employers in small establishments in industry, commerce, services etc.; measures: Value","NS-SeC: L8.2 Employers in small establishments in agriculture; measures: Value","NS-SeC: L9 Own account workers; measures: Value","NS-SeC: L9.1 Own account workers (non-professional); measures: Value","NS-SeC: L9.2 Own account workers (agriculture); measures: Value","NS-SeC: 5. Lower supervisory and technical occupations; measures: Value","NS-SeC: L10 Lower supervisory occupations; measures: Value","NS-SeC: L11 Lower technical occupations; measures: Value","NS-SeC: L11.1 Lower technical craft occupations; measures: Value","NS-SeC: L11.2 Lower technical process operative occupations; measures: Value","NS-SeC: 6. Semi-routine occupations; measures: Value","NS-SeC: L12.1 Semi-routine sales occupations; measures: Value","NS-SeC: L12.2 Semi-routine service occupations; measures: Value","NS-SeC: L12.3 Semi-routine technical occupations; measures: Value","NS-SeC: L12.4 Semi-routine operative occupations; measures: Value","NS-SeC: L12.5 Semi-routine agricultural occupations; measures: Value","NS-SeC: L12.6 Semi-routine clerical occupations; measures: Value","NS-SeC: L12.7 Semi-routine childcare occupations; measures: Value","NS-SeC: 7. Routine occupations; measures: Value","NS-SeC: L13.1 Routine sales and service occupations; measures: Value","NS-SeC: L13.2 Routine production occupations; measures: Value","NS-SeC: L13.3 Routine technical occupations; measures: Value","NS-SeC: L13.4 Routine operative occupations; measures: Value","NS-SeC: L13.5 Routine agricultural occupations; measures: Value","NS-SeC: 8. Never worked and long-term unemployed; measures: Value","NS-SeC: L14.1 Never worked; measures: Value","NS-SeC: L14.2 Long-term unemployed; measures: Value","NS-SeC: Not classified; measures: Value","NS-SeC: L15 Full-time students; measures: Value","NS-SeC: L17 Not classifiable for other reasons; measures: Value"
"E01006512",2011,"Liverpool 031A","Total",1420,187,14,0,14,173,150,15,7,1,166,134,117,1,14,2,20,12,63,43,9,10,1,59,13,13,0,46,46,0,63,46,17,15,2,110,31,56,0,19,0,4,0,70,25,7,14,24,0,113,89,24,589,589,0
"E01006513",2011,"Liverpool 060A","Total",1691,191,17,0,17,174,111,35,19,9,268,185,141,13,26,5,58,25,106,59,32,12,3,57,19,19,0,38,38,0,47,27,20,18,2,87,34,36,1,8,0,4,4,64,29,7,9,19,0,76,70,6,795,795,0
"E01006514",2011,"Liverpool 037A","Total",1758,198,19,2,17,179,128,30,20,1,380,281,207,11,61,2,68,31,121,70,19,28,4,87,28,26,2,59,59,0,73,43,30,27,3,118,39,54,4,6,0,4,11,126,46,3,22,54,1,118,72,46,537,537,0
"E01006515",2011,"Liverpool 037B","Total",1208,105,9,0,9,96,64,23,7,2,175,128,104,5,19,0,27,20,84,55,15,12,2,71,24,24,0,47,45,2,125,58,67,65,2,193,63,94,1,24,0,8,3,202,32,36,27,107,0,179,151,28,74,74,0
"E01006518",2011,"Liverpool 044A","Total",1630,72,10,0,10,62,43,16,3,0,205,124,115,3,3,3,56,25,145,100,28,10,7,81,20,20,0,61,61,0,144,82,62,47,15,371,68,195,33,51,0,6,18,347,46,27,76,196,2,227,175,52,38,38,0
"E01006519",2011,"Liverpool 056A","Total",1286,319,70,0,70,249,150,68,30,1,475,336,272,31,25,8,89,50,132,84,37,6,5,109,36,36,0,73,73,0,83,35,48,45,3,65,14,21,13,6,0,7,4,65,10,2,30,23,0,22,13,9,16,16,0
"E01006520",2011,"Liverpool 043A","Total",1685,356,45,0,45,311,219,55,34,3,497,408,314,27,65,2,52,37,169,121,26,22,0,101,22,22,0,79,76,3,96,63,33,32,1,156,26,85,8,20,0,10,7,100,18,6,21,55,0,128,82,46,82,82,0
"E01006521",2011,"Liverpool 052A","Total",1619,360,46,0,46,314,199,68,33,14,410,296,225,26,45,0,80,34,169,103,42,19,5,158,63,63,0,95,95,0,85,48,37,30,7,183,50,86,10,11,0,16,10,104,12,3,32,56,1,79,48,31,71,71,0
"E01006522",2011,"Liverpool 048A","Total",1670,342,33,0,33,309,248,42,15,4,474,403,319,35,49,0,37,34,169,101,50,16,2,124,36,36,0,88,87,1,77,36,41,33,8,149,32,77,9,9,0,15,7,101,14,13,21,51,2,163,108,55,71,71,0
"E01006523",2011,"Liverpool 052B","Total",1473,300,19,0,19,281,194,55,26,6,448,337,286,16,34,1,75,36,138,86,34,17,1,99,18,18,0,81,81,0,75,45,30,24,6,158,59,59,6,18,0,14,2,99,25,6,27,41,0,98,70,28,58,58,0
"E01006524",2011,"Liverpool 048B","Total",1079,327,34,0,34,293,196,35,55,7,306,191,148,17,23,3,69,46,114,71,29,6,8,99,37,37,0,62,61,1,66,39,27,20,7,62,14,24,2,7,0,9,6,33,5,8,7,13,0,25,17,8,47,47,0
"E01006525",2011,"Liverpool 049A","Total",1209,237,68,0,68,169,93,58,16,2,389,253,202,25,20,6,83,53,176,123,40,6,7,119,47,47,0,72,70,2,66,47,19,19,0,80,20,25,13,16,0,2,4,90,16,4,36,32,2,26,10,16,26,26,0
"E01006526",2011,"Liverpool 048C","Total",1301,187,24,0,24,163,120,24,17,2,458,325,255,27,27,16,93,40,141,97,32,12,0,112,36,36,0,76,75,1,95,39,56,37,19,135,12,61,22,25,0,6,9,98,8,13,41,35,1,46,33,13,29,29,0
"E01006527",2011,"Liverpool 053A","Total",1373,219,43,0,43,176,133,22,21,0,355,265,195,31,29,10,63,27,153,103,39,9,2,149,45,45,0,104,104,0,111,71,40,39,1,173,28,89,9,18,0,13,16,136,24,7,46,59,0,38,23,15,39,39,0
"E01006528",2011,"Liverpool 052C","Total",1434,248,33,0,33,215,109,60,45,1,373,234,174,28,25,7,74,65,196,117,60,14,5,123,47,47,0,76,76,0,79,54,25,20,5,147,17,59,23,20,2,12,14,109,7,10,31,61,0,35,15,20,124,123,1
"E01006529",2011,"Liverpool 048D","Total",1304,236,31,0,31,205,145,28,26,6,419,320,253,41,26,0,54,45,153,103,33,13,4,108,16,16,0,92,86,6,97,62,35,22,13,131,28,52,8,30,0,3,10,103,19,5,43,36,0,20,13,7,37,37,0
"E01006530",2011,"Liverpool 055A","Total",1428,126,40,0,40,86,57,26,2,1,422,310,237,58,15,0,54,58,266,152,84,20,10,141,48,48,0,93,93,0,159,75,84,69,15,176,48,72,14,31,0,3,8,114,14,9,41,50,0,18,4,14,6,6,0
"E01006531",2011,"Liverpool 055B","Total",1455,180,63,0,63,117,69,44,4,0,436,269,211,18,36,4,98,69,233,152,61,7,13,127,54,54,0,73,73,0,160,77,83,63,20,157,26,45,10,34,0,29,13,121,14,8,51,48,0,28,18,10,13,13,0
"E01006532",2011,"Liverpool 047A","Total",1554,418,73,3,70,345,186,47,106,6,492,322,236,30,42,14,135,35,120,87,22,0,11,267,147,144,3,120,120,0,89,41,48,34,14,94,17,37,6,14,0,20,0,45,3,5,31,6,0,21,13,8,8,8,0
"E01006533",2011,"Liverpool 055C","Total",1355,229,38,0,38,191,123,25,39,4,327,252,195,35,22,0,57,18,149,104,22,11,12,165,65,62,3,100,97,3,158,81,77,62,15,170,43,62,8,30,0,22,5,91,10,14,31,33,3,57,30,27,9,9,0
"E01006534",2011,"Liverpool 054A","Total",1542,184,41,0,41,143,94,28,18,3,362,239,188,30,17,4,79,44,153,93,40,14,6,166,68,68,0,98,98,0,110,40,70,59,11,257,66,95,18,38,0,23,17,224,14,19,62,127,2,65,43,22,21,21,0
"E01006535",2011,"Liverpool 054B","Total",1550,156,41,0,41,115,57,35,21,2,330,210,170,24,14,2,75,45,261,143,81,20,17,97,36,36,0,61,61,0,168,93,75,65,10,256,80,101,8,41,0,4,22,199,33,4,70,92,0,69,54,15,14,14,0
"E01006536",2011,"Liverpool 054C","Total",1848,112,20,0,20,92,47,30,13,2,302,171,138,13,20,0,91,40,260,135,77,32,16,158,42,41,1,116,116,0,155,85,70,51,19,387,107,173,41,45,0,15,6,368,37,20,126,185,0,92,48,44,14,14,0
"E01006537",2011,"Liverpool 055D","Total",2257,231,41,0,41,190,107,51,25,7,472,267,232,18,5,12,134,71,301,160,88,30,23,231,71,71,0,160,158,2,228,104,124,88,36,402,139,125,29,68,0,29,12,286,25,38,103,118,2,82,53,29,24,24,0
"E01006538",2011,"Liverpool 055E","Total",1318,133,35,0,35,98,64,28,6,0,318,192,164,14,10,4,84,42,158,87,55,8,8,109,19,19,0,90,90,0,185,80,105,66,39,174,30,71,25,31,0,17,0,191,20,12,96,62,1,45,37,8,5,5,0
"E01006539",2011,"Liverpool 047B","Total",1403,419,76,0,76,343,179,61,90,13,423,302,231,18,43,10,85,36,118,84,20,11,3,245,114,111,3,131,131,0,32,9,23,18,5,96,20,46,2,9,0,7,12,37,5,3,17,12,0,20,11,9,13,13,0
"E01006540",2011,"Liverpool 024A","Total",1485,48,11,0,11,37,30,6,1,0,192,118,104,9,5,0,48,26,115,54,34,18,9,74,25,25,0,49,49,0,99,43,56,50,6,288,78,139,18,28,0,17,8,303,44,33,30,196,0,312,216,96,54,54,0
"E01006541",2011,"Liverpool 015A","Total",1593,80,30,0,30,50,20,23,7,0,243,132,116,11,4,1,76,35,234,160,38,20,16,142,12,12,0,130,130,0,143,67,76,57,19,303,70,114,18,79,1,11,10,303,35,28,120,119,1,131,96,35,14,14,0
"E01006542",2011,"Liverpool 018A","Total",1297,72,31,0,31,41,22,11,5,3,203,126,109,11,4,2,39,38,176,98,46,27,5,104,29,29,0,75,75,0,95,53,42,28,14,271,47,142,22,48,0,9,3,244,39,17,70,118,0,117,89,28,15,15,0
"E01006543",2011,"Liverpool 015B","Total",1247,74,22,0,22,52,26,21,5,0,206,121,97,6,16,2,43,42,162,105,34,12,11,135,33,33,0,102,102,0,160,80,80,67,13,198,38,84,10,47,0,17,2,263,26,16,118,100,3,38,27,11,11,11,0
"E01006544",2011,"Liverpool 015C","Total",1658,37,6,0,6,31,19,12,0,0,199,108,92,11,5,0,76,15,196,103,64,24,5,118,18,18,0,100,100,0,129,74,55,51,4,355,153,121,14,38,2,23,4,380,67,29,102,182,0,225,176,49,19,19,0
"E01006545",2011,"Liverpool 019A","Total",1512,59,14,0,14,45,17,28,0,0,217,93,80,6,7,0,73,51,256,172,49,20,15,106,12,12,0,94,94,0,162,93,69,53,16,288,61,113,31,55,1,25,2,280,58,24,90,107,1,120,68,52,24,24,0
"E01006546",2011,"Liverpool 019B","Total",1319,54,19,0,19,35,17,13,5,0,196,126,107,10,9,0,43,27,201,98,69,24,10,112,27,27,0,85,85,0,98,52,46,34,12,285,90,124,11,26,0,18,16,230,33,36,75,85,1,134,71,63,9,9,0
"E01006547",2011,"Liverpool 019C","Total",1490,49,6,0,6,43,14,13,16,0,227,119,88,19,12,0,65,43,159,83,57,14,5,144,27,27,0,117,117,0,102,53,49,42,7,265,48,137,11,49,0,8,12,272,43,20,96,110,3,234,160,74,38,38,0
"E01006548",2011,"Liverpool 019D","Total",1580,35,18,0,18,17,9,5,3,0,211,129,104,15,10,0,33,49,205,99,61,33,12,80,21,21,0,59,59,0,148,84,64,56,8,275,49,133,24,33,2,29,5,314,57,20,94,138,5,216,147,69,96,96,0
"E01006549",2011,"Liverpool 043B","Total",1559,187,18,0,18,169,120,26,21,2,390,314,230,25,44,15,56,20,113,59,44,4,6,131,49,49,0,82,81,1,77,51,26,21,5,189,32,117,5,9,0,15,11,97,18,8,46,25,0,168,123,45,207,207,0
"E01006550",2011,"Liverpool 038A","Total",1595,91,12,0,12,79,54,12,13,0,212,133,98,16,13,6,52,27,97,54,27,13,3,59,10,10,0,49,49,0,65,44,21,18,3,70,17,29,3,18,0,0,3,41,10,2,17,12,0,61,42,19,899,899,0
"E01006551",2011,"Liverpool 048E","Total",1134,167,32,2,30,135,72,33,29,1,257,194,133,11,45,5,52,11,114,62,38,14,0,69,24,24,0,45,45,0,72,54,18,14,4,164,36,82,8,19,0,11,8,137,25,8,40,64,0,116,91,25,38,38,0
"E01006552",2011,"Liverpool 039A","Total",2027,128,8,0,8,120,78,41,1,0,235,169,122,7,37,3,40,26,166,85,42,33,6,288,82,82,0,206,206,0,105,51,54,45,9,283,63,152,2,45,0,13,8,237,38,28,44,121,6,425,307,118,160,160,0
"E01006553",2011,"Liverpool 042A","Total",1880,239,20,0,20,219,159,52,8,0,300,203,174,15,12,2,85,12,148,94,43,11,0,99,34,34,0,65,65,0,77,56,21,19,2,157,50,66,6,18,0,0,17,88,25,16,21,23,3,78,67,11,694,694,0
"E01006554",2011,"Liverpool 048F","Total",1670,291,42,0,42,249,176,39,34,0,325,233,163,22,40,8,82,10,92,41,27,18,6,152,57,57,0,95,94,1,41,31,10,9,1,82,18,56,1,5,0,2,0,63,20,3,7,31,2,76,32,44,548,548,0
"E01006556",2011,"Liverpool 039B","Total",2010,72,9,0,9,63,41,7,15,0,208,128,115,7,6,0,57,23,150,85,39,18,8,212,80,80,0,132,132,0,125,80,45,43,2,281,78,149,18,23,0,9,4,276,59,32,57,128,0,530,401,129,156,156,0
"E01006557",2011,"Liverpool 038B","Total",2051,120,17,0,17,103,64,27,12,0,246,191,153,21,15,2,35,20,140,88,39,13,0,88,24,24,0,64,62,2,66,43,23,16,7,145,60,56,7,14,0,8,0,111,42,2,21,46,0,78,53,25,1057,1057,0
"E01006558",2011,"Liverpool 018B","Total",1357,16,0,0,0,16,7,9,0,0,186,107,95,11,1,0,37,42,127,58,51,12,6,74,25,25,0,49,46,3,99,53,46,41,5,280,70,133,25,21,1,17,13,335,49,31,67,188,0,225,154,71,15,15,0
"E01006560",2011,"Liverpool 023A","Total",1860,17,2,0,2,15,15,0,0,0,112,72,59,12,1,0,24,16,158,93,35,24,6,103,23,23,0,80,80,0,140,93,47,42,5,435,101,171,46,66,0,40,11,535,46,80,103,304,2,329,230,99,31,31,0
"E01006562",2011,"Liverpool 018E","Total",1514,19,7,0,7,12,4,8,0,0,186,95,67,18,1,9,54,37,151,80,45,24,2,106,18,18,0,88,88,0,92,52,40,36,4,343,68,198,13,41,0,9,14,323,35,41,72,175,0,273,214,59,21,21,0
"E01006563",2011,"Liverpool 024B","Total",1740,15,5,0,5,10,8,2,0,0,208,123,118,5,0,0,54,31,198,118,46,30,4,114,29,29,0,85,85,0,102,61,41,27,14,306,60,162,17,54,0,12,1,414,48,33,107,226,0,352,267,85,31,31,0
"E01006564",2011,"Liverpool 023B","Total",1721,49,19,0,19,30,22,5,3,0,158,110,93,7,10,0,39,9,203,123,63,13,4,141,20,20,0,121,121,0,227,125,102,87,15,365,72,124,29,123,0,14,3,408,35,29,113,230,1,153,103,50,17,17,0
"E01006565",2011,"Liverpool 029A","Total",1549,80,18,0,18,62,32,24,6,0,309,181,155,21,5,0,70,58,220,128,53,17,22,112,21,21,0,91,91,0,167,82,85,73,12,276,56,142,22,38,0,17,1,273,38,25,79,130,1,103,74,29,9,9,0
"E01006566",2011,"Liverpool 032A","Total",1431,144,24,0,24,120,64,39,17,0,336,213,188,19,6,0,94,29,175,99,50,9,17,144,31,31,0,113,113,0,139,70,69,59,10,258,53,112,14,44,0,25,10,169,12,29,78,50,0,64,46,18,2,2,0
"E01006567",2011,"Liverpool 026A","Total",1622,113,29,0,29,84,40,30,14,0,242,146,118,21,7,0,48,48,196,130,50,11,5,187,54,54,0,133,133,0,156,80,76,67,9,263,74,102,19,57,0,11,0,285,35,27,117,106,0,156,110,46,24,24,0
"E01006568",2011,"Liverpool 026B","Total",1491,114,25,0,25,89,49,32,8,0,358,238,196,22,13,7,82,38,243,140,54,38,11,109,21,21,0,88,88,0,125,88,37,35,2,269,53,137,21,32,0,20,6,178,12,24,77,65,0,88,43,45,7,7,0
"E01006569",2011,"Liverpool 029B","Total",1372,98,24,0,24,74,49,11,9,5,188,108,97,5,6,0,47,33,150,79,37,34,0,131,37,37,0,94,92,2,129,74,55,45,10,273,58,117,16,57,0,20,5,275,30,31,101,112,1,117,81,36,11,11,0
"E01006570",2011,"Liverpool 026C","Total",1463,182,25,0,25,157,71,81,5,0,398,255,218,21,12,4,100,43,207,116,54,14,23,178,54,54,0,124,124,0,122,49,73,60,13,163,20,82,25,21,0,12,3,145,21,10,77,37,0,61,32,29,7,7,0
"E01006571",2011,"Liverpool 026D","Total",1438,42,15,0,15,27,11,14,2,0,233,137,130,5,2,0,54,42,166,116,20,20,10,107,29,29,0,78,78,0,106,78,28,23,5,311,93,146,15,38,3,12,4,308,18,27,117,143,3,153,113,40,12,12,0
"E01006572",2011,"Liverpool 025A","Total",1207,19,10,0,10,9,9,0,0,0,143,88,74,8,2,4,32,23,131,92,23,10,6,95,16,11,5,79,79,0,143,108,35,33,2,287,92,122,19,29,0,25,0,188,29,13,48,95,3,173,133,40,28,28,0
"E01006573",2011,"Liverpool 029C","Total",1501,76,24,0,24,52,30,21,1,0,215,115,112,0,3,0,65,35,226,145,45,34,2,110,7,7,0,103,103,0,122,61,61,52,9,354,90,164,6,57,0,24,13,253,32,29,55,137,0,132,69,63,13,13,0
"E01006574",2011,"Liverpool 025B","Total",1388,54,19,0,19,35,23,12,0,0,203,137,129,2,6,0,48,18,149,81,43,12,13,155,56,56,0,99,95,4,105,59,46,45,1,364,92,154,22,63,3,17,13,233,29,30,81,93,0,121,78,43,4,4,0
"E01006575",2011,"Liverpool 034A","Total",1289,124,20,0,20,104,71,23,10,0,301,218,189,23,4,2,63,20,197,102,58,25,12,134,34,34,0,100,100,0,120,44,76,65,11,197,54,63,16,28,0,33,3,131,14,23,32,61,1,60,44,16,25,25,0
"E01006576",2011,"Liverpool 034B","Total",1691,190,63,0,63,127,63,40,21,3,485,269,222,21,24,2,133,83,313,170,83,22,38,176,60,60,0,116,116,0,118,59,59,43,16,196,54,79,17,19,0,20,7,168,8,14,87,59,0,35,25,10,10,10,0
"E01006577",2011,"Liverpool 034C","Total",1503,312,70,0,70,242,162,44,30,6,496,324,265,44,12,3,106,66,185,116,37,20,12,136,30,30,0,106,106,0,102,53,49,49,0,153,47,41,10,35,0,16,4,92,13,5,34,40,0,16,8,8,11,11,0
"E01006578",2011,"Liverpool 036A","Total",1380,168,41,0,41,127,65,47,11,4,410,263,207,47,5,4,98,49,211,138,53,10,10,192,53,53,0,139,139,0,126,39,87,82,5,136,32,49,11,23,0,18,3,99,7,15,46,31,0,27,16,11,11,11,0
"E01006579",2011,"Liverpool 034D","Total",1643,261,39,0,39,222,135,75,12,0,500,319,270,29,18,2,102,79,211,138,52,7,14,226,72,72,0,154,154,0,102,39,63,59,4,198,48,65,29,35,0,9,12,117,16,6,50,45,0,25,23,2,3,3,0
"E01006580",2011,"Liverpool 036B","Total",1331,256,44,0,44,212,123,49,33,7,472,302,228,39,28,7,106,64,176,109,46,7,14,153,64,64,0,89,89,0,82,36,46,44,2,85,24,28,4,13,0,12,4,83,10,5,37,31,0,24,13,11,0,0,0
"E01006581",2011,"Liverpool 036C","Total",1559,324,74,0,74,250,136,89,23,2,464,286,219,47,18,2,117,61,235,157,69,5,4,132,59,59,0,73,73,0,108,40,68,59,9,126,26,43,9,32,0,12,4,99,14,10,55,20,0,18,13,5,53,53,0
"E01006582",2011,"Liverpool 041A","Total",1630,347,82,0,82,265,152,56,49,8,555,349,304,20,23,2,120,86,173,109,40,13,11,165,51,51,0,114,114,0,117,56,61,58,3,124,34,41,1,16,0,14,18,102,10,13,31,47,1,23,14,9,24,24,0
"E01006583",2011,"Liverpool 047C","Total",1255,317,57,0,57,260,123,70,53,14,435,277,191,35,48,3,94,64,149,111,17,15,6,197,117,117,0,80,80,0,42,27,15,12,3,43,20,6,0,13,0,4,0,37,5,0,22,10,0,16,7,9,19,19,0
"E01006584",2011,"Liverpool 034E","Total",1393,110,31,0,31,79,57,15,5,2,408,260,212,33,7,8,92,56,203,122,50,21,10,160,40,40,0,120,120,0,152,51,101,88,13,151,35,61,13,22,0,16,4,151,11,11,86,43,0,54,23,31,4,4,0
"E01006585",2011,"Liverpool 032B","Total",1354,83,21,0,21,62,42,17,3,0,218,125,95,22,8,0,40,53,172,89,37,32,14,117,38,38,0,79,79,0,111,51,60,51,9,262,57,129,14,41,2,16,3,265,21,24,96,123,1,102,67,35,24,24,0
"E01006586",2011,"Liverpool 032C","Total",1875,193,18,0,18,175,122,30,23,0,401,275,225,17,28,5,60,66,231,133,67,19,12,195,52,52,0,143,143,0,148,94,54,50,4,277,61,128,24,32,0,19,13,251,18,26,107,98,2,128,81,47,51,51,0
"E01006587",2011,"Liverpool 032D","Total",1619,225,73,0,73,152,90,45,14,3,429,300,252,28,13,7,65,64,180,96,61,18,5,192,71,71,0,121,121,0,89,55,34,25,9,191,42,93,16,21,0,16,3,198,31,19,74,74,0,88,62,26,27,27,0
"E01006588",2011,"Liverpool 042C","Total",1521,226,35,0,35,191,129,41,14,7,442,333,261,35,33,4,49,60,173,95,44,25,9,132,61,61,0,71,71,0,95,59,36,34,2,172,40,61,15,14,9,24,9,117,14,6,68,28,1,49,34,15,115,115,0
"E01006589",2011,"Liverpool 041B","Total",1512,220,49,0,49,171,101,44,26,0,481,366,294,34,28,10,82,33,206,135,35,16,20,193,50,50,0,143,140,3,122,45,77,70,7,161,42,72,11,14,0,21,1,109,13,2,58,36,0,9,7,2,11,11,0
"E01006590",2011,"Liverpool 042D","Total",1637,221,21,0,21,200,122,47,28,3,465,362,310,17,31,4,64,39,206,124,55,17,10,88,37,33,4,51,51,0,126,51,75,46,29,181,56,67,2,19,0,24,13,129,14,15,31,68,1,28,17,11,193,193,0
"E01006591",2011,"Liverpool 041C","Total",1633,353,42,0,42,311,198,66,47,0,549,407,320,49,32,6,96,46,180,126,38,7,9,142,38,38,0,104,104,0,71,51,20,20,0,100,32,41,2,12,0,6,7,77,6,7,50,12,2,35,26,9,126,126,0
"E01006592",2011,"Liverpool 041D","Total",1541,553,70,0,70,483,271,86,124,2,437,328,250,12,43,23,90,19,148,84,44,9,11,187,75,75,0,112,112,0,35,29,6,4,2,71,16,28,6,19,0,1,1,50,11,11,16,12,0,18,17,1,42,41,1
"E01006593",2011,"Liverpool 042E","Total",1541,213,38,0,38,175,118,47,7,3,463,336,293,13,26,4,93,34,194,107,68,13,6,114,29,24,5,85,85,0,100,76,24,16,8,124,31,63,2,3,1,11,13,101,21,8,35,37,0,43,38,5,189,189,0
"E01006594",2011,"Liverpool 047D","Total",1405,396,61,5,56,335,149,82,91,13,441,319,237,39,37,6,69,53,134,107,18,7,2,205,99,99,0,106,106,0,53,16,37,33,4,103,28,32,9,12,0,18,4,32,2,2,17,11,0,26,17,9,15,15,0
"E01006595",2011,"Liverpool 049B","Total",1745,254,42,0,42,212,150,44,9,9,490,365,316,41,8,0,76,49,281,175,76,16,14,132,51,51,0,81,81,0,156,64,92,87,5,194,61,62,19,26,0,15,11,146,21,13,65,47,0,45,33,12,47,47,0
"E01006596",2011,"Liverpool 049C","Total",1451,262,42,0,42,220,129,68,23,0,439,329,275,27,21,6,63,47,219,148,51,6,14,108,32,32,0,76,76,0,99,32,67,60,7,140,30,47,15,21,2,18,7,113,11,7,46,49,0,43,28,15,28,28,0
"E01006597",2011,"Liverpool 041E","Total",1639,465,121,0,121,344,221,38,78,7,541,382,314,14,40,14,108,51,147,87,45,10,5,211,84,84,0,127,127,0,91,58,33,29,4,109,27,47,7,4,3,20,1,43,15,4,15,9,0,12,3,9,20,20,0
"E01006598",2011,"Liverpool 010A","Total",1361,24,13,0,13,11,7,4,0,0,134,75,67,5,3,0,37,22,149,80,47,13,9,101,15,15,0,86,86,0,104,78,26,24,2,314,65,139,10,80,0,12,8,321,41,62,54,163,1,184,114,70,30,30,0
"E01006599",2011,"Liverpool 010B","Total",1121,15,8,0,8,7,5,0,2,0,119,62,60,2,0,0,34,23,116,49,36,20,11,81,24,24,0,57,56,1,90,60,30,25,5,214,86,84,20,14,0,10,0,266,50,17,68,130,1,203,106,97,17,17,0
"E01006600",2011,"Liverpool 011A","Total",1407,34,11,0,11,23,17,1,5,0,184,109,98,7,4,0,44,31,175,109,39,20,7,137,30,30,0,107,107,0,101,64,37,31,6,338,87,140,25,61,0,7,18,281,30,25,93,131,2,146,107,39,11,11,0
"E01006603",2011,"Liverpool 011B","Total",1386,42,4,0,4,38,26,12,0,0,182,110,92,12,6,0,42,30,130,68,38,22,2,126,25,25,0,101,101,0,129,70,59,57,2,349,108,154,10,58,0,14,5,301,16,49,105,131,0,120,85,35,7,4,3
"E01006604",2011,"Liverpool 016A","Total",1367,49,12,0,12,37,24,9,4,0,160,92,85,5,2,0,41,27,203,128,47,23,5,140,39,39,0,101,101,0,110,58,52,40,12,324,64,152,26,61,0,20,1,268,21,20,79,148,0,106,60,46,7,7,0
"E01006605",2011,"Liverpool 016B","Total",1531,83,35,0,35,48,30,12,6,0,206,116,99,5,12,0,48,42,180,140,28,11,1,166,39,39,0,127,127,0,136,61,75,63,12,305,89,115,11,63,4,9,14,310,50,40,84,136,0,126,69,57,19,19,0
"E01006606",2011,"Liverpool 020A","Total",1521,78,19,0,19,59,37,20,2,0,217,111,92,17,2,0,58,48,230,151,51,17,11,148,17,17,0,131,128,3,170,78,92,78,14,267,69,84,16,76,0,20,2,253,23,24,85,121,0,143,96,47,15,15,0
"E01006607",2011,"Liverpool 008A","Total",1529,36,12,0,12,24,13,11,0,0,164,93,75,13,5,0,60,11,199,109,60,23,7,115,29,29,0,86,86,0,135,81,54,49,5,346,82,134,18,80,0,27,5,343,30,41,119,151,2,170,106,64,21,21,0
"E01006608",2011,"Liverpool 009A","Total",1213,51,19,0,19,32,13,19,0,0,221,143,125,17,1,0,51,27,156,102,39,12,3,143,21,21,0,122,122,0,93,66,27,22,5,226,51,96,23,49,0,6,1,218,22,7,96,85,8,90,47,43,15,15,0
"E01006609",2011,"Liverpool 009B","Total",1283,51,18,0,18,33,18,15,0,0,216,117,108,4,5,0,65,34,181,111,50,14,6,98,25,25,0,73,73,0,151,59,92,81,11,212,40,81,26,51,0,12,2,219,25,16,88,90,0,139,89,50,16,16,0
"E01006610",2011,"Liverpool 009C","Total",1395,43,27,0,27,16,10,6,0,0,152,102,90,8,4,0,28,22,210,121,48,23,18,73,13,13,0,60,60,0,142,88,54,46,8,295,72,139,30,36,0,13,5,284,52,25,68,139,0,171,124,47,25,25,0
"E01006611",2011,"Liverpool 012A","Total",1291,33,9,0,9,24,9,13,2,0,132,86,66,13,7,0,33,13,181,115,36,29,1,61,2,2,0,59,59,0,107,73,34,27,7,232,66,110,15,29,2,8,2,316,55,20,89,149,3,195,132,63,34,34,0
