"lsoa11cd","lsoa11nm","r_rank","h_rank","g_rank","e_rank","r_exp","h_exp","g_exp","e_exp","ahah","r_ahah","d_ahah","r_dec","h_dec","g_dec","e_dec","gpp_dist","ed_dist","dent_dist","pharm_dist","gamb_dist","ffood_dist","pubs_dist","leis_dist","blue_dist","off_dist","tobac_dist","green_pas","green_act","ur","no2_mean","pm10_mean","so2_mean","d_gpp_dist","d_ed_dist","d_pharm_dist","d_dent_dist","d_gamb_dist","d_ffood_dist","d_pubs_dist","d_leis_dist","d_blue_dist","d_off_dist","d_tobac_dist","d_green_pas","d_green_act","d_no2_mean","d_pm10_mean","d_so2_mean"
"E01006524","Liverpool 048B",28091,8733,8838,30453,25.1169721875663,5.32202462982666,5.39413504822186,29.3062065163556,16.2848345954926,11047,3,7,3,3,8,0.513333333333333,7.306,0.621,1.05366666666667,0.765,0.846,0.848666666666667,0.621,1.503,1.28533333333333,2.868,1.28830604679,0.55,1,13.0640852936354,10.8599543860624,1.75210685048895,2,5,7,3,8,7,7,1,4,8,5,1,7,7,4,10
"E01006525","Liverpool 049A",29048,11689,2845,30202,26.7235249731024,7.44385730943424,1.60235305041358,28.8230251422069,16.1481901187893,10726,3,7,3,1,8,1.15064516129032,7.62451612903226,0.565161290322581,0.979483870967742,0.756129032258064,0.82,0.814193548387097,0.57,1.88612903225806,1.01,3.07516129032258,0.70889490071,0.18,1,13.0032547772546,10.8377371010102,1.74848791315949,6,5,6,2,8,7,7,1,5,9,5,2,1,7,4,10
"E01006526","Liverpool 048C",26562,9662,4353,31020,22.7625057275024,5.96801861442174,2.49923088485352,30.4365685515878,15.4165809445914,9190,3,7,3,2,8,0.481923076923077,7.06346153846154,0.996153846153846,0.605384615384615,0.605384615384615,1.375,1.37769230769231,1.12730769230769,0.889230769230769,0.715384615384615,3.50038461538462,1.49073571588,0.5,1,13.1621401695337,10.8854094323471,1.76754392909538,2,5,3,5,9,5,4,3,2,9,4,1,6,8,4,10
"E01006527","Liverpool 053A",24473,17800,7025,29547,19.8917333764562,12.5701753628264,4.17970801033007,27.6079539310786,16.0623926701728,10526,3,6,5,2,8,0.8656,7.278,1.2376,0.8544,0.8544,1.5476,1.294,1.5016,1.5556,0.8264,3.1256,1.34486294266,0.46,1,12.7533812931785,10.7504600944506,1.74886125479374,4,5,5,6,7,5,5,4,4,9,5,1,6,7,3,10
"E01006528","Liverpool 052C",20764,21442,19479,27777,15.5390858019428,16.2756585691142,14.2046611061228,24.6133902441178,17.6581989303244,14172,4,5,6,5,7,1.34083333333333,6.705,0.7575,0.972083333333333,1.07458333333333,1.45208333333333,1.44916666666667,3.08125,2.05958333333333,1.10916666666667,3.97541666666667,1.76787106275,1.31,1,12.3525516312429,10.6255251847418,1.71502867349534,7,5,6,3,6,5,4,7,6,8,4,1,10,7,3,10
"E01006529","Liverpool 048D",31333,6029,5546,27785,31.0852090285056,3.53886243261886,3.23440451206523,24.6260844224688,15.6211400989146,9596,3,8,2,2,7,0.365,6.85136363636364,0.828181818181818,0.395,0.395,1.54045454545455,1.485,1.39818181818182,1.03181818181818,0.348181818181818,3.29272727272727,1.59964921801,0.55,1,12.3811935674894,10.6195973576921,1.71340673868342,1,5,1,4,10,5,4,3,3,10,5,1,7,7,3,10
"E01006530","Liverpool 055A",31972,16063,18394,32501,32.4690904002438,10.9932292277459,13.1352434439829,33.6813039447195,22.569716754173,25250,7,8,4,5,8,1.1,9.75966666666667,1.32566666666667,0.307,0.631333333333333,1.025,1.03366666666667,2.749,3.20366666666667,0.341333333333333,3.16766666666667,1.03373317872,0.56,1,13.0337137246134,10.9519306901362,1.85861503334836,6,6,1,6,8,6,6,6,8,10,5,1,7,7,4,10
"E01006531","Liverpool 055B",30596,18456,19039,32963,29.5860930943304,13.1950317439857,13.7649695170296,34.7949104953039,22.8352512126624,25798,7,8,5,5,8,0.97625,10.764375,1.1446875,0.5446875,0.7290625,0.8521875,0.8475,2.1359375,3.7090625,0.53375,3.533125,1.23343630991,0.565,1,13.0893791287512,10.949160308721,1.88817614062501,5,7,3,6,8,7,7,5,8,10,4,1,7,8,4,10
"E01006532","Liverpool 047A",17608,28594,3284,30804,12.3904564816316,25.9473733605646,1.85985782023006,29.9993789819221,17.5492666610871,13922,4,5,7,1,8,1.36410256410256,8.31974358974359,2.02512820512821,1.42815384615385,1.26102564102564,1.96410256410256,1.3125641025641,2.11897435897436,0.661794871794872,2.08641025641026,3.06282051282051,1.41497397408,0.49,1,12.9462734553129,10.9032858832133,1.77381484504871,7,6,8,8,5,4,5,5,2,6,5,1,6,7,4,10
"E01006533","Liverpool 055C",28389,22772,4106,33087,25.6053120759938,17.7929050662657,2.34991242510309,35.1032116477512,20.2128353037784,20129,5,7,6,1,8,1,10.4629411764706,1.51794117647059,0.905588235294118,0.865,0.861470588235294,0.689705882352941,1.76705882352941,3.15352941176471,1.14970588235294,3.165,1.59632627469,0.22,1,13.0620093848472,11.0000367333449,1.89210329740804,5,7,6,7,7,7,8,4,8,8,5,1,1,7,4,10
"E01006534","Liverpool 054A",24726,21589,16112,31338,20.2209362206867,16.4385179031069,11.0362636697213,31.0957205910163,19.6978595961328,18939,5,6,6,4,8,0.790689655172414,8.72931034482759,2.0151724137931,0.751379310344828,0.970689655172414,1.37379310344828,1.14827586206897,2.12275862068965,1.65,1.31793103448276,2.1448275862069,1.28187662611,0.94,1,12.9286321570651,10.8443442286231,1.80885683335355,4,6,5,8,7,5,5,5,4,8,7,1,9,7,4,10
"E01006535","Liverpool 054B",23193,19328,9582,31930,18.2948081783042,14.0528177195414,5.91166991935092,32.3755294426197,17.6587063149541,14173,4,6,5,3,8,0.771739130434783,9.26521739130435,1.42,0.757391304347826,1.20826086956522,1.28608695652174,1.31304347826087,1.92347826086957,2.15913043478261,1.48260869565217,1.94913043478261,1.38105612792,0.47,1,12.9879477818807,10.8401250839233,1.83824292818705,4,6,5,7,5,5,5,5,6,7,7,1,6,7,4,10
"E01006536","Liverpool 054C",30975,15282,8786,33110,30.3447995547763,10.3179645990929,5.35839496386891,35.1608536919263,20.2955032024161,20331,5,8,4,3,8,0.719444444444444,9.58952777777778,1.28563888888889,0.63875,0.815472222222222,0.805972222222222,1.00280555555556,1.26225,2.485208635,1.00494444444444,1.35997222222222,1.26184244692,0.38,1,13.1177543833232,10.8662905990282,1.91167049072717,3,6,4,6,7,7,6,3,7,9,8,1,4,8,4,10
"E01006537","Liverpool 055D",30527,16528,31807,34890,29.4506176483048,11.4048977469811,32.1036987316474,40.1269916374803,28.2715514411034,33981,9,8,4,8,9,0.945642857142857,11.3428333333333,1.30538095238095,0.623714285714286,0.694904761904762,0.67347619047619,0.671976190476191,0.996142857142857,4.30631256464286,0.920857142857143,3.63685714285714,0.89463234488,1.39,1,13.3178295732899,11.0054194282895,2.05765069784991,5,7,4,6,8,8,8,2,9,9,4,2,10,8,4,10
"E01006538","Liverpool 055E",38467,10082,28251,35337,55.3585293166181,6.2661356619187,25.3778784506018,41.5628838135598,32.1413568106746,37233,9,10,3,7,9,0.606521739130435,11.6491304347826,0.601304347826087,0.51304347826087,0.285217391304348,0.398260869565217,0.455217391304348,1.33695652173913,4.4404347826087,0.307391304347826,4.12,1.06773116781,0.95,1,13.3055174605309,11.1070639041367,2.09879830251454,2,7,3,2,10,9,9,3,9,10,4,1,9,8,4,10
"E01006539","Liverpool 047B",27683,17743,2880,30364,24.4647561016768,12.5166745982265,1.62277761176126,29.1337154042774,16.9344809289855,12479,3,7,5,1,8,0.801891891891892,7.35486486486487,1.56027027027027,0.893756756756757,0.827027027027027,1.10837837837838,0.808648648648649,1.16486486486486,0.635675675675676,1.12378378378378,2.69378378378378,1.23719113185,0.44,1,13.0400424854833,10.901357099014,1.74588873410771,4,5,6,7,7,6,7,3,1,8,6,1,5,7,4,10
"E01006540","Liverpool 024A",34632,7811,15202,36089,39.3372758338341,4.69835085445908,10.249901690945,44.2012199702532,24.6216870873729,28955,7,9,2,4,9,0.786666666666667,2.89866666666667,1.06533333333333,0.522333333333333,0.619,0.668333333333333,0.649666666666667,0.980666666666667,1.95033333333333,0.800666666666667,1.264,0.60275738225,0.485835000000021,1,14.7571177475165,11.4471750039383,1.93915168130322,4,2,3,5,8,8,8,2,5,9,9,3,6,9,5,10
