propid,price,lnprice,advance,age,bathroom,bedroom,buyage,centheat,chelec,chepart,chgas,chgpart,chnone,floorm2,ftbuyer,greastings,grnorthing,laarea,labad,lagood,lea,pdetach,pflat,psemi,pterrace,popdens,prkdouble,prknone,prksingle,prkspace,tenfree,tenlease
1422,95000,11,12750,6,1,2,36,1,0,0,1,0,0,57,0,532156,165309,0,0,0,306,0,1,0,0,77,0,0,0,1,0,1
1423,69950,11,62955,51,1,1,36,1,0,0,1,0,0,64,1,532159,166258,0,0,0,306,0,1,0,0,30,0,1,0,0,0,1
1424,85000,11,50000,71,1,1,31,1,0,0,1,0,0,54,1,532162,163427,0,0,0,306,0,1,0,0,32,0,1,0,0,0,1
1425,82000,11,70000,101,1,1,28,1,0,0,1,0,0,59,1,532162,163427,0,0,0,306,0,1,0,0,32,0,1,0,0,0,1
1426,138000,12,124200,101,1,3,34,1,0,0,1,0,0,87,1,532164,189036,0,0,0,309,0,0,0,1,50,0,1,0,0,1,0
1427,105000,12,65000,9,1,1,34,1,0,0,1,0,0,53,0,532187,165320,1,1,0,306,0,1,0,0,77,0,0,0,1,0,1
1428,164000,12,76967,101,1,3,32,1,0,0,1,0,0,140,0,532216,189606,0,0,0,309,0,0,0,1,15,0,1,0,0,1,0
1429,119950,12,104950,4,1,2,25,1,0,0,1,0,0,67,1,532224,165289,0,0,0,306,0,1,0,0,77,0,0,0,1,0,1
1430,136000,12,122400,101,1,2,33,1,0,0,1,0,0,69,1,532227,176042,0,0,0,208,0,1,0,0,79,0,1,0,0,0,1
1431,48500,11,46075,91,1,1,27,0,0,0,0,0,1,36,1,532246,163443,0,0,0,306,0,1,0,0,56,0,1,0,0,0,1
1432,265000,12,170000,71,1,3,28,1,0,0,1,0,0,141,1,532288,170358,0,0,0,306,1,0,0,0,15,1,0,0,0,1,0
1433,160000,12,119950,66,1,3,33,1,0,0,1,0,0,144,0,532297,162514,0,0,0,306,0,0,0,1,28,0,0,1,0,1,0
1434,86000,11,81700,121,1,1,30,1,0,0,1,0,0,40,1,532312,171160,0,0,0,208,0,1,0,0,30,0,1,0,0,0,1
1435,249500,12,214500,116,1,2,35,1,0,0,1,0,0,93,1,532331,185065,0,0,0,206,0,1,0,0,60,0,1,0,0,0,1
1436,155000,12,35000,36,1,2,34,1,0,0,1,0,0,85,0,532336,183903,1,1,0,206,0,1,0,0,61,0,1,0,0,0,1
1437,92000,11,72250,21,1,1,32,0,0,0,0,0,1,50,0,532338,164516,0,0,0,306,0,1,0,0,33,0,0,1,0,0,1
1438,117000,12,77000,15,1,1,31,2,1,0,0,0,0,52,0,532344,178055,0,0,0,210,0,1,0,0,54,0,0,0,1,0,1
1439,385000,13,285000,141,1,2,33,1,0,0,1,0,0,130,0,532366,183774,0,0,0,206,0,0,0,1,63,0,1,0,0,1,0
1440,119950,12,76000,101,1,2,45,1,0,0,1,0,0,82,0,532373,167153,0,0,0,306,0,0,0,1,40,0,1,0,0,1,0
1441,180000,12,135000,141,1,1,32,1,0,0,1,0,0,52,1,532374,185339,0,0,0,206,0,1,0,0,68,0,1,0,0,0,1
1442,360000,13,35000,71,2,2,29,1,0,0,1,0,0,110,0,532384,183062,1,1,0,204,0,1,0,0,26,0,0,0,1,1,0
1443,98000,11,93100,71,1,2,30,1,0,0,1,0,0,66,1,532436,164919,0,0,0,306,0,1,0,0,33,0,1,0,0,0,1
1444,211000,12,110000,171,1,2,39,2,1,0,0,0,0,106,1,532437,196848,0,0,0,308,0,0,0,1,26,0,1,0,0,1,0
1445,95000,11,90250,121,1,1,27,1,0,0,1,0,0,55,1,532450,177775,1,1,0,210,0,1,0,0,42,0,1,0,0,0,1
1446,162000,12,120000,71,1,3,28,1,0,0,1,0,0,98,1,532451,193012,0,0,0,308,0,0,0,1,13,0,0,0,1,1,0
1447,160000,12,70000,101,1,2,25,0,0,0,0,0,1,69,1,532462,176217,0,0,0,208,0,1,0,0,28,0,1,0,0,0,1
1448,135000,12,62000,111,1,1,25,1,0,0,1,0,0,50,1,532465,185753,0,0,0,206,0,1,0,0,90,0,1,0,0,0,1
1449,167000,12,150300,111,1,1,26,1,0,0,1,0,0,59,0,532465,185753,0,0,0,206,0,1,0,0,90,0,1,0,0,0,1
1450,94000,11,84600,71,1,2,30,1,0,0,1,0,0,78,1,532488,169265,0,0,0,306,0,1,0,0,50,0,0,0,1,0,1
1451,147000,12,132000,131,1,2,32,1,0,0,1,0,0,94,1,532490,197479,0,0,0,308,0,0,0,1,50,0,1,0,0,1,0
1452,148000,12,133000,131,1,2,32,1,0,0,1,0,0,94,1,532490,197479,0,0,0,308,0,0,0,1,50,0,1,0,0,1,0
1453,110000,12,99000,101,1,3,32,1,0,0,1,0,0,107,1,532536,169096,0,0,0,306,0,0,0,1,44,0,1,0,0,1,0
1454,215000,12,177150,121,1,2,26,1,0,0,1,0,0,78,1,532565,184364,0,0,0,206,0,1,0,0,40,0,1,0,0,0,1
1455,72500,11,67500,81,1,1,26,1,0,0,1,0,0,44,1,532586,164485,0,0,0,306,0,1,0,0,69,0,1,0,0,0,1
1456,130000,12,90000,91,1,3,25,6,0,1,0,0,0,82,0,532594,171635,0,0,0,208,0,0,0,1,73,0,1,0,0,1,0
1457,129950,12,79950,101,1,2,34,1,0,0,1,0,0,91,1,532594,189119,0,0,0,309,0,0,0,1,57,0,1,0,0,1,0
1458,96500,11,70000,111,1,3,39,5,0,0,0,1,0,74,1,532595,167622,0,0,0,306,0,0,0,1,29,0,1,0,0,1,0
1459,145000,12,59000,101,1,3,51,1,0,0,1,0,0,95,0,532598,198063,0,0,0,308,0,0,0,1,70,0,1,0,0,1,0
1460,635000,13,350000,101,2,5,33,1,0,0,1,0,0,236,0,532617,174056,0,0,0,210,0,0,1,0,8,0,0,0,1,1,0
1461,139950,12,132000,121,1,1,31,1,0,0,1,0,0,76,1,532618,185104,0,0,0,206,0,1,0,0,60,0,1,0,0,0,1
1462,140000,12,126000,101,1,2,27,1,0,0,1,0,0,66,1,532625,198015,0,0,0,308,0,0,0,1,70,0,1,0,0,1,0
1463,89000,11,84550,111,1,1,34,1,0,0,1,0,0,73,1,532651,162676,0,0,0,306,0,1,0,0,43,0,0,0,1,0,1
1464,99950,12,94953,111,1,2,26,1,0,0,1,0,0,68,1,532656,168074,0,0,0,306,0,0,0,1,50,0,1,0,0,1,0
1465,205000,12,184500,121,1,3,31,1,0,0,1,0,0,112,1,532656,176709,0,0,0,210,0,0,0,1,38,0,1,0,0,1,0
1466,114500,12,108775,66,1,3,25,1,0,0,1,0,0,73,1,532658,164525,0,0,0,306,0,1,0,0,69,0,0,0,1,0,1
1467,109000,12,51988,111,1,2,29,1,0,0,1,0,0,81,0,532658,169249,0,0,0,306,0,0,0,1,54,0,1,0,0,1,0
1468,431000,13,170000,201,2,7,40,1,0,0,1,0,0,237,0,532664,172177,0,0,0,208,1,0,0,0,72,0,0,0,1,1,0
1469,124000,12,93000,71,1,3,24,1,0,0,1,0,0,105,0,532671,191078,1,0,1,309,0,0,0,1,31,0,1,0,0,1,0
1470,139000,12,132000,111,1,1,28,1,0,0,1,0,0,42,1,532677,185728,0,0,0,204,0,1,0,0,77,0,1,0,0,0,1
1471,144000,12,136800,111,1,1,28,1,0,0,1,0,0,50,1,532683,184198,0,0,0,206,0,1,0,0,80,0,1,0,0,0,1
1472,221000,12,190000,71,1,3,40,1,0,0,1,0,0,117,0,532698,169845,0,0,0,306,0,0,1,0,13,0,0,1,0,1,0
1473,175000,12,107000,151,1,2,28,1,0,0,1,0,0,91,0,532705,196261,0,0,0,308,0,0,0,1,7,0,1,0,0,1,0
1474,425000,13,318750,111,2,2,38,1,0,0,1,0,0,160,0,532710,182551,1,1,0,206,0,1,0,0,39,0,1,0,0,0,1
1475,62000,11,12000,101,1,1,41,1,0,0,1,0,0,58,0,532713,164533,0,0,0,306,0,1,0,0,38,0,0,0,1,0,1
1476,76500,11,72675,101,1,1,34,1,0,0,1,0,0,54,1,532713,164533,0,0,0,306,0,1,0,0,38,0,0,0,1,1,0
1477,119000,12,107000,112,1,2,26,1,0,0,1,0,0,82,1,532728,167279,0,0,0,306,0,0,1,0,62,0,1,0,0,1,0
1478,102500,12,97375,21,1,2,25,0,0,0,0,0,1,61,1,532732,162793,0,0,0,306,0,1,0,0,43,0,0,1,0,0,1
1479,130000,12,123500,101,1,2,32,1,0,0,1,0,0,84,1,532748,172329,0,0,0,208,0,1,0,0,34,0,1,0,0,0,1
1480,112000,12,82000,11,1,2,42,1,0,0,1,0,0,67,1,532753,164809,0,0,0,306,0,1,0,0,52,0,1,0,0,0,1
1481,260000,12,230000,141,1,3,31,1,0,0,1,0,0,100,0,532769,184859,1,1,0,206,0,0,0,1,84,0,1,0,0,1,0
1482,160000,12,120000,121,1,3,27,1,0,0,1,0,0,100,0,532772,171564,0,0,0,208,0,1,0,0,73,0,1,0,0,0,1
1483,92000,11,55000,91,1,2,49,1,0,0,1,0,0,65,1,532784,167095,0,0,0,306,0,1,0,0,61,0,1,0,0,0,1
1484,123500,12,117325,101,1,3,33,1,0,0,1,0,0,102,1,532786,169415,0,0,0,306,0,0,0,1,46,0,1,0,0,1,0
1485,106000,12,90000,111,1,2,28,1,0,0,1,0,0,65,1,532792,164171,0,0,0,306,0,0,0,1,37,0,1,0,0,1,0
1486,62995,11,35000,81,1,1,79,1,0,0,1,0,0,48,0,532806,191804,1,1,0,308,0,1,0,0,33,0,1,0,0,0,1
1487,127500,12,112500,101,1,2,29,1,0,0,1,0,0,84,1,532814,162741,0,0,0,306,0,1,0,0,39,0,0,0,1,0,1
1488,92000,11,75700,41,1,1,27,1,0,0,1,0,0,55,0,532815,197972,0,0,0,308,0,1,0,0,36,0,1,0,0,0,1
1489,94000,11,89300,101,1,3,29,1,0,0,1,0,0,82,1,532827,197860,0,0,0,308,0,1,0,0,38,0,1,0,0,0,1
1490,94500,11,89775,101,1,3,29,1,0,0,1,0,0,82,1,532827,197860,0,0,0,308,0,1,0,0,38,0,1,0,0,0,1
1491,67000,11,29000,31,1,2,44,1,0,0,1,0,0,75,1,532833,169642,0,0,0,306,0,1,0,0,20,0,1,0,0,0,1
1492,128000,12,100000,71,1,3,31,1,0,0,1,0,0,85,1,532845,171100,0,0,0,208,0,0,0,1,42,0,1,0,0,1,0
1493,103000,12,90000,101,1,2,35,1,0,0,1,0,0,81,0,532885,166640,0,0,0,306,0,0,0,1,47,0,1,0,0,1,0
1494,190000,12,170000,101,1,2,30,1,0,0,1,0,0,104,1,532907,186959,0,0,0,204,0,1,0,0,64,0,1,0,0,1,0
1495,105000,12,47306,71,1,2,31,1,0,0,1,0,0,69,0,532916,164181,0,0,0,306,0,0,0,1,44,0,0,1,0,1,0
1496,106000,12,47306,71,1,2,31,1,0,0,1,0,0,69,0,532916,164181,0,0,0,306,0,0,0,1,44,0,0,1,0,1,0
1497,60000,11,45000,101,1,1,28,1,0,0,1,0,0,58,1,532951,164150,0,0,0,306,0,1,0,0,44,0,0,0,1,0,1
1498,110000,12,104500,101,1,2,28,1,0,0,1,0,0,97,1,532977,171216,0,0,0,208,0,1,0,0,83,0,1,0,0,0,1
1499,290000,13,110000,101,1,3,51,1,0,0,1,0,0,121,0,532990,186910,0,0,0,204,0,0,0,1,50,0,1,0,0,1,0
1500,84000,11,79800,91,1,1,27,1,0,0,1,0,0,60,0,532995,164065,0,0,0,306,0,1,0,0,39,0,1,0,0,0,1
1501,233000,12,200000,71,1,3,38,1,0,0,1,0,0,148,1,532998,197031,0,0,0,308,0,0,1,0,12,0,0,1,0,1,0
1502,100000,12,95000,161,1,1,32,0,0,0,0,0,1,63,1,533032,176333,0,0,0,210,0,1,0,0,55,0,1,0,0,0,1
1503,114000,12,108300,21,1,2,26,1,0,0,1,0,0,86,1,533038,164811,0,0,0,306,0,1,0,0,45,0,0,0,1,0,1
1504,210000,12,185000,21,2,4,33,1,0,0,1,0,0,139,0,533038,164811,0,0,0,306,0,0,0,1,45,0,0,1,0,1,0
1505,171000,12,104200,111,1,3,31,1,0,0,1,0,0,152,1,533046,170688,0,0,0,306,0,1,0,0,53,0,0,0,1,0,1
1506,115000,12,109250,71,1,1,32,1,0,0,1,0,0,53,1,533057,195100,0,0,0,308,0,1,0,0,27,0,1,0,0,0,1
1507,120000,12,100000,121,1,2,31,1,0,0,1,0,0,110,1,533063,170533,0,0,0,306,0,1,0,0,45,0,1,0,0,0,1
1508,210000,12,66728,71,1,3,36,1,0,0,1,0,0,108,0,533065,163679,0,0,0,306,0,0,1,0,24,0,0,1,0,1,0
1509,210000,12,66728,71,1,3,36,1,0,0,1,0,0,108,0,533065,163679,0,0,0,306,0,0,1,0,24,0,0,1,0,1,0
1510,84000,11,79800,101,1,1,31,1,0,0,1,0,0,38,1,533075,176518,0,0,0,210,0,1,0,0,71,0,1,0,0,0,1
1511,73500,11,40000,41,1,1,38,1,0,0,1,0,0,53,0,533095,178466,1,1,0,210,0,1,0,0,60,0,1,0,0,0,1
1512,250000,12,175000,101,1,5,40,1,0,0,1,0,0,190,0,533124,163456,0,0,0,306,0,0,1,0,16,0,0,1,0,1,0
1513,102500,12,96000,16,1,1,27,2,1,0,0,0,0,53,1,533161,178879,1,1,0,210,0,1,0,0,21,0,0,0,1,0,1
1514,150000,12,142500,105,1,1,31,1,0,0,1,0,0,56,1,533161,178879,1,1,0,210,0,1,0,0,21,0,0,0,1,0,1
1515,85000,11,76500,91,1,2,30,0,0,0,0,0,1,65,1,533166,166584,0,0,0,306,0,1,0,0,53,0,1,0,0,0,1
1516,145000,12,25000,101,1,2,50,1,0,0,1,0,0,101,0,533169,166060,0,0,0,306,0,0,0,1,65,0,1,0,0,1,0
1517,120000,12,114000,101,1,2,25,1,0,0,1,0,0,92,1,533183,170627,0,0,0,306,0,1,0,0,57,0,0,0,1,0,1
1518,245000,12,165000,111,1,2,30,2,1,0,0,0,0,84,0,533217,186301,0,0,0,204,0,1,0,0,69,0,0,0,1,0,1
1519,85000,11,27000,101,1,3,74,1,0,0,1,0,0,88,0,533228,184861,1,1,0,206,0,0,1,0,72,0,1,0,0,0,1
1520,96000,11,86750,41,1,2,31,1,0,0,1,0,0,74,1,533235,170115,0,0,0,306,0,1,0,0,19,0,0,0,1,0,1
1521,132000,12,112000,21,1,3,29,1,0,0,1,0,0,106,1,533245,183240,1,1,0,204,0,1,0,0,118,0,1,0,0,0,1
1522,88500,11,76150,12,1,1,27,6,0,1,0,0,0,51,0,533275,166191,0,0,0,306,0,1,0,0,54,0,0,0,1,0,1
1523,129950,12,97450,131,1,2,51,1,0,0,1,0,0,70,0,533335,184592,0,0,0,204,0,1,0,0,34,0,1,0,0,1,0
1524,245000,12,190000,101,2,2,28,1,0,0,1,0,0,100,0,533337,178496,0,0,0,210,0,1,0,0,55,0,1,0,0,0,1
1525,129950,12,123450,101,1,1,31,1,0,0,1,0,0,52,1,533338,185731,0,0,0,204,0,1,0,0,48,0,1,0,0,0,1
1526,160000,12,89000,71,1,3,38,1,0,0,1,0,0,80,0,533359,197900,0,0,0,308,0,0,0,1,32,0,0,1,0,1,0
1527,124000,12,117800,91,1,2,24,1,0,0,1,0,0,95,1,533365,166890,0,0,0,306,0,0,0,1,36,0,1,0,0,1,0
1528,83000,11,77000,101,1,2,32,1,0,0,1,0,0,67,1,533377,190010,0,0,0,309,0,1,0,0,75,0,1,0,0,0,1
1529,137000,12,123300,101,1,2,31,1,0,0,1,0,0,96,1,533384,188807,0,0,0,309,0,0,0,1,42,0,1,0,0,1,0
1530,138000,12,100000,16,2,2,29,1,0,0,1,0,0,75,1,533389,165435,0,0,0,306,0,1,0,0,49,0,0,1,0,0,1
1531,105000,12,85000,101,1,2,29,1,0,0,1,0,0,86,1,533412,168390,0,0,0,306,0,0,0,1,76,0,1,0,0,1,0
1532,90000,11,85500,101,1,1,29,1,0,0,1,0,0,69,1,533415,170673,0,0,0,306,0,1,0,0,30,0,1,0,0,1,0
1533,76000,11,68000,46,1,1,37,1,0,0,1,0,0,53,1,533463,166295,0,0,0,306,0,1,0,0,86,0,1,0,0,0,1
1534,96000,11,90250,101,1,2,31,1,0,0,1,0,0,87,1,533481,168264,0,0,0,306,0,1,0,0,51,0,1,0,0,0,1
1535,98950,12,90250,101,1,2,31,1,0,0,1,0,0,87,1,533481,168264,0,0,0,306,0,1,0,0,51,0,1,0,0,0,1
1536,142000,12,122000,141,1,1,33,1,0,0,1,0,0,47,1,533506,179138,0,0,0,210,0,1,0,0,37,0,1,0,0,0,1
1537,105000,12,69000,101,1,2,32,1,0,0,1,0,0,72,0,533524,166364,0,0,0,306,0,0,0,1,36,0,1,0,0,1,0
1538,310000,13,195000,91,1,5,44,1,0,0,1,0,0,178,0,533535,195615,0,0,0,308,0,0,1,0,19,1,0,0,0,1,0
1539,109000,12,92000,31,1,2,36,2,1,0,0,0,0,57,1,533545,165818,0,0,0,306,0,1,0,0,72,0,0,1,0,0,1
1540,115000,12,100000,31,1,2,25,1,0,0,1,0,0,78,1,533561,169567,0,0,0,306,0,1,0,0,23,0,0,1,0,0,1
1541,307000,13,122000,101,2,4,29,1,0,0,1,0,0,180,0,533567,175225,0,0,0,210,0,0,1,0,18,0,1,0,0,1,0
1542,290000,13,194000,101,2,4,31,1,0,0,1,0,0,149,0,533607,175707,1,1,0,210,0,0,0,1,46,0,1,0,0,1,0
1543,82000,11,77900,116,1,1,30,1,0,0,1,0,0,45,1,533620,170639,0,0,0,306,0,1,0,0,62,0,1,0,0,0,1
1544,124950,12,106950,111,1,2,37,1,0,0,1,0,0,56,1,533621,186826,0,0,0,204,0,1,0,0,21,0,1,0,0,0,1
1545,204000,12,168000,36,1,4,56,1,0,0,1,0,0,147,0,533626,171375,0,0,0,210,0,0,0,1,29,0,0,1,0,1,0
1546,105000,12,90000,16,1,2,33,2,1,0,0,0,0,55,1,533630,169289,0,0,0,306,0,1,0,0,19,0,0,0,1,0,1
1547,111000,12,103850,26,1,1,41,1,0,0,1,0,0,50,0,533631,165261,0,0,0,306,0,1,0,0,62,0,0,1,0,0,1
1548,53600,11,50825,101,1,1,27,1,0,0,1,0,0,29,1,533644,165893,0,0,0,306,0,1,0,0,72,0,1,0,0,0,1
1549,110000,12,99000,51,1,2,28,1,0,0,1,0,0,79,1,533667,184469,1,1,0,204,0,1,0,0,53,0,1,0,0,0,1
1550,121500,12,115425,6,1,1,25,1,0,0,1,0,0,51,1,533676,186731,0,0,0,204,0,1,0,0,152,0,1,0,0,0,1
1551,67000,11,63650,16,1,1,20,6,0,1,0,0,0,38,1,533714,165797,0,0,0,306,0,1,0,0,72,0,1,0,0,0,1
1552,146000,12,138700,101,1,2,30,1,0,0,1,0,0,98,1,533723,196560,0,0,0,308,0,0,0,1,4,0,1,0,0,1,0
1553,230995,12,70000,101,1,3,42,1,0,0,1,0,0,140,0,533732,175791,0,0,0,210,0,0,0,1,48,0,1,0,0,1,0
1554,110000,12,67000,101,1,2,43,1,0,0,1,0,0,50,1,533733,186747,0,0,0,204,0,1,0,0,152,0,1,0,0,0,1
1555,137000,12,130150,121,1,1,29,1,0,0,1,0,0,89,1,533752,185081,0,0,0,204,0,1,0,0,63,0,1,0,0,0,1
1556,98000,11,78000,41,1,2,33,1,0,0,1,0,0,85,1,533755,171376,0,0,0,210,0,1,0,0,39,0,0,1,0,0,1
1557,92500,11,72500,151,1,1,31,1,0,0,1,0,0,48,1,533765,170405,0,0,0,305,0,1,0,0,63,0,1,0,0,0,1
1558,475000,13,356000,101,1,5,37,1,0,0,1,0,0,75,0,533778,173937,0,0,0,210,0,0,1,0,8,0,1,0,0,1,0
1559,189000,12,170100,101,2,3,32,1,0,0,1,0,0,110,1,533788,185403,0,0,0,204,0,1,0,0,28,0,1,0,0,0,1
1560,92000,11,87400,131,1,2,26,1,0,0,1,0,0,70,1,533814,168406,0,0,0,306,0,1,0,0,49,0,0,0,1,0,1
1561,90000,11,60000,21,1,1,28,0,0,0,0,0,1,41,1,533815,178465,0,0,0,210,0,1,0,0,91,0,0,0,1,0,1
1562,130000,12,60000,101,1,2,26,1,0,0,1,0,0,126,1,533815,188053,0,0,0,204,0,0,0,1,61,0,1,0,0,1,0
1563,225000,12,93844,201,1,4,30,2,1,0,0,0,0,144,0,533852,199821,0,0,0,308,0,0,0,1,0,0,0,0,1,1,0
1564,68000,11,60000,101,1,1,31,0,0,0,0,0,1,60,1,533856,188957,0,0,0,309,0,1,0,0,48,0,1,0,0,0,1
1565,250000,12,190000,101,2,4,35,1,0,0,1,0,0,165,0,533866,175586,0,0,0,210,0,0,1,0,54,0,1,0,0,1,0
1566,175000,12,85000,101,1,2,35,1,0,0,1,0,0,73,0,533878,174375,0,0,0,210,0,0,0,1,62,0,1,0,0,1,0
1567,248000,12,210000,131,2,2,31,1,0,0,1,0,0,181,1,533948,185915,0,0,0,204,0,0,0,1,52,0,1,0,0,1,0
1568,240000,12,62888,221,1,2,32,1,0,0,1,0,0,84,0,533961,181079,0,0,0,211,0,1,0,0,16,0,0,0,1,0,1
1569,198500,12,20000,71,1,3,62,1,0,0,1,0,0,108,0,533968,168839,0,0,0,306,0,0,1,0,20,0,1,0,0,1,0
1570,130000,12,112000,81,1,3,32,1,0,0,1,0,0,101,0,534002,166579,0,0,0,306,0,0,0,1,55,0,1,0,0,1,0
1571,127000,12,65000,101,1,2,34,1,0,0,1,0,0,101,0,534002,166579,0,0,0,306,0,0,0,1,55,0,1,0,0,1,0
1572,105000,12,94500,101,1,2,45,1,0,0,1,0,0,105,1,534009,194198,0,0,0,308,0,0,0,1,58,0,1,0,0,1,0
1573,149500,12,134550,101,1,2,23,1,0,0,1,0,0,92,1,534013,196103,0,0,0,308,0,0,1,0,35,0,1,0,0,1,0
1574,126500,12,120175,71,1,1,24,1,0,0,1,0,0,48,1,534014,180656,1,1,0,211,0,1,0,0,48,0,0,1,0,0,1
1575,149000,12,110000,71,1,3,37,1,0,0,1,0,0,105,0,534023,166506,0,0,0,306,0,0,0,1,46,0,1,0,0,1,0
1576,182500,12,164000,126,2,2,30,1,0,0,1,0,0,112,1,534026,183144,0,0,0,204,0,1,0,0,18,0,1,0,0,0,1
1577,137500,12,114000,101,1,2,32,1,0,0,1,0,0,58,1,534037,170372,0,0,0,305,0,1,0,0,104,0,0,0,1,0,1
1578,225000,12,130000,32,1,4,34,1,0,0,1,0,0,214,1,534046,172271,0,0,0,210,0,0,0,1,4,1,0,0,0,1,0
1579,234000,12,204000,101,1,3,30,1,0,0,1,0,0,114,1,534074,174847,0,0,0,210,0,0,0,1,73,0,1,0,0,1,0
1580,150000,12,55000,111,1,2,26,1,0,0,1,0,0,67,1,534086,174512,0,0,0,210,0,0,0,1,58,0,1,0,0,1,0
1581,115000,12,101000,101,1,3,23,1,0,0,1,0,0,95,1,534145,194308,0,0,0,308,0,0,0,1,47,0,1,0,0,1,0
1582,113500,12,83500,101,1,2,33,0,0,0,0,0,1,110,0,534179,166739,0,0,0,306,0,0,0,1,45,0,1,0,0,1,0
1583,148610,12,141110,101,1,2,27,1,0,0,1,0,0,81,1,534183,175554,0,0,0,210,0,1,0,0,41,0,1,0,0,0,1
1584,150000,12,125000,132,1,2,33,1,0,0,1,0,0,92,0,534191,160792,0,0,0,306,1,0,0,0,8,0,0,0,1,1,0
1585,56000,11,53200,14,1,1,30,0,0,0,0,0,1,35,1,534204,170471,0,0,0,305,0,1,0,0,2,0,0,0,1,0,1
1586,170000,12,66181,101,1,3,31,1,0,0,1,0,0,94,0,534218,175074,0,0,0,210,0,1,0,0,31,0,1,0,0,0,1
1587,148000,12,13869,41,1,3,68,1,0,0,1,0,0,135,0,534219,168944,0,0,0,306,0,0,0,1,18,0,0,1,0,1,0
1588,185000,12,150000,101,1,2,30,1,0,0,1,0,0,103,0,534227,174811,0,0,0,210,0,0,0,1,51,0,1,0,0,1,0
1589,146000,12,125000,131,1,2,37,1,0,0,1,0,0,54,1,534237,184299,0,0,0,204,0,1,0,0,47,0,1,0,0,0,1
1590,51000,11,48450,34,1,1,25,1,0,0,1,0,0,38,1,534250,197591,0,0,0,308,0,1,0,0,54,0,0,1,0,0,1
1591,121500,12,72000,11,1,2,43,2,1,0,0,0,0,60,0,534258,195175,0,0,0,308,0,1,0,0,28,0,0,0,1,0,1
1592,100001,12,90900,101,1,1,33,1,0,0,1,0,0,62,1,534311,173951,0,0,0,210,0,1,0,0,40,0,1,0,0,0,1
1593,120000,12,70000,101,1,1,33,1,0,0,1,0,0,65,0,534314,185324,1,1,0,204,0,1,0,0,43,0,1,0,0,0,1
1594,128000,12,115000,116,1,2,30,1,0,0,1,0,0,60,1,534347,170273,0,0,0,305,0,1,0,0,100,0,1,0,0,0,1
1595,111500,12,103500,11,1,2,30,1,0,0,1,0,0,78,1,534392,175840,1,1,0,210,0,1,0,0,31,0,0,0,1,0,1
1596,108000,12,95000,27,1,1,27,1,0,0,1,0,0,46,1,534404,182926,1,1,0,211,0,1,0,0,89,0,1,0,0,0,1
1597,118000,12,112000,131,1,2,26,1,0,0,1,0,0,63,1,534414,185259,0,0,0,204,0,1,0,0,50,0,1,0,0,0,1
1598,215599,12,192000,121,1,2,32,1,0,0,1,0,0,100,1,534416,175186,0,0,0,210,0,1,0,0,56,0,1,0,0,0,1
1599,138000,12,113000,5,1,2,51,1,0,0,1,0,0,65,0,534453,175813,1,1,0,210,0,1,0,0,31,0,0,1,0,0,1
1600,59950,11,56950,66,1,3,29,1,0,0,1,0,0,106,1,534455,175899,0,0,0,210,0,0,1,0,31,0,0,0,1,1,0
1601,130000,12,123500,101,1,2,28,1,0,0,1,0,0,73,1,534460,174273,0,0,0,210,0,1,0,0,42,0,1,0,0,0,1
1602,135000,12,71765,71,1,3,41,1,0,0,1,0,0,110,0,534471,166669,0,0,0,306,0,0,0,1,39,0,1,0,0,1,0
1603,182000,12,162000,94,2,4,30,5,0,0,0,1,0,137,0,534471,166669,0,0,0,306,0,0,0,1,39,0,1,0,0,1,0
1604,165000,12,120000,5,1,3,31,1,0,0,1,0,0,74,1,534479,178108,1,0,1,210,0,0,0,1,15,0,0,0,1,1,0
1605,97000,11,83000,71,1,3,29,1,0,0,1,0,0,100,1,534494,166554,0,0,0,306,0,1,0,0,39,0,1,0,0,0,1
1606,159000,12,139500,101,1,2,32,1,0,0,1,0,0,68,1,534494,174337,0,0,0,210,0,1,0,0,42,0,1,0,0,0,1
1607,116000,12,66000,101,1,2,34,1,0,0,1,0,0,56,1,534521,170188,0,0,0,305,0,1,0,0,53,0,0,0,1,0,1
1608,139000,12,85000,91,1,3,29,0,0,0,0,0,1,95,0,534527,166740,0,0,0,306,0,0,0,1,41,0,0,0,1,1,0
1609,128000,12,112000,101,1,3,45,1,0,0,1,0,0,77,1,534559,195342,0,0,0,308,0,0,0,1,8,0,1,0,0,1,0
1610,138000,12,123000,121,1,2,29,1,0,0,1,0,0,90,1,534562,175876,1,1,0,210,0,1,0,0,64,0,1,0,0,0,1
1611,155000,12,135000,71,1,3,29,1,0,0,1,0,0,116,1,534586,192903,1,0,1,308,0,0,1,0,38,0,0,0,1,1,0
1612,165000,12,137000,42,1,2,30,2,1,0,0,0,0,77,1,534588,183114,0,0,0,211,0,1,0,0,71,0,0,0,1,0,1
1613,240000,12,127800,42,1,2,30,2,1,0,0,0,0,65,0,534588,183114,0,0,0,211,0,1,0,0,71,0,0,0,1,0,1
1614,324000,13,122040,91,2,3,36,1,0,0,1,0,0,219,0,534594,186450,0,0,0,204,0,0,0,1,42,0,1,0,0,1,0
1615,135000,12,128250,111,1,2,30,1,0,0,1,0,0,78,1,534601,171507,0,0,0,209,0,1,0,0,57,0,1,0,0,0,1
1616,105500,12,100000,71,1,2,25,1,0,0,1,0,0,72,1,534610,165812,0,0,0,306,0,1,0,0,15,0,0,0,1,0,1
